Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Merry X mas,a+s,unconscious_bias,belief,belief,"[""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', '--- ask about their traditions, if possible', 'I hope you have a delightful winter break with friends and loved ones(...)']","['--- ask about their traditions, if possible']","['--- ask about their traditions, if possible', ""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', 'I hope you have a delightful winter break with friends and loved ones(...)']"
Merry X-mas,a+s,unconscious_bias,belief,belief,"[""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', '--- ask about their traditions, if possible', 'I hope you have a delightful winter break with friends and loved ones(...)']","['--- ask about their traditions, if possible']","['--- ask about their traditions, if possible', ""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', 'I hope you have a delightful winter break with friends and loved ones(...)']"
Merry Xmas,a+s,unconscious_bias,belief,belief,"[""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', '--- ask about their traditions, if possible', 'I hope you have a delightful winter break with friends and loved ones(...)']","['--- ask about their traditions, if possible']","['--- ask about their traditions, if possible', ""Season's greeting"", '(Have) a great winterbreak', 'Wishing you a winter break filled with joy, love, and laughter', 'Best wishes for the holidays', 'A very happy New Year', 'I hope you have a delightful winter break with friends and loved ones(...)']"
Monday morning quarterback,i,unconscious_bias,sports_terms,sports_terms,"['hindsight critic', 'second-guesser', 'second-guessing decisions after the fact', 'using hindsight to assess the actions of others']",[],"['hindsight critic', 'second-guesser', 'second-guessing decisions after the fact', 'using hindsight to assess the actions of others']"
See you soon,i,unconscious_bias,vision,cultural,"['Be in touch soon', 'Hope to connect soon', 'Hope to welcome you soon']",[],"['Be in touch soon', 'Hope to connect soon', 'Hope to welcome you soon']"
Sunday is a day of rest,i,unconscious_bias,belief,belief,"['rest days are days for recharging', 'non-working days are for resting', '--- only as a reference to religious practice', 'Enjoy rest days(...)', 'Make the most of your weekends(...)']",['--- only as a reference to religious practice'],"['--- only as a reference to religious practice', 'rest days are days for recharging', 'non-working days are for resting', 'Enjoy rest days(...)', 'Make the most of your weekends(...)']"
That was crazy,i,unconscious_bias,cognitive_perception,cognitive_perception,"['That was incredible', 'That was extra', 'That was intense', 'That was surreal', 'That was ... interesting.']",[],"['That was incredible', 'That was extra', 'That was intense', 'That was surreal', 'That was ... interesting.']"
That was insane,i,unconscious_bias,cognitive_perception,cognitive_perception,"['That was incredible', 'That was weird', 'That was out of control', 'That was unbelievable', 'That was the ultimate adventure(...)']",[],"['That was incredible', 'That was weird', 'That was out of control', 'That was unbelievable', 'That was the ultimate adventure(...)']"
That's crazy,i,unconscious_bias,cognitive_perception,cognitive_perception,"[""That's absurd"", ""That's incredible"", ""That's nonsense"", 'Whaaat?!', 'That defies...well, anything.', ""That's...something.""]",[],"[""That's absurd"", ""That's incredible"", ""That's nonsense"", 'Whaaat?!', 'That defies...well, anything.', ""That's...something.""]"
That's insane,i,unconscious_bias,cognitive_perception,cognitive_perception,"[""That's preposterous"", ""That's extra"", ""That's bizarre"", ""That's just scary"", ""That's...not something I would do.""]",[],"[""That's preposterous"", ""That's extra"", ""That's bizarre"", ""That's just scary"", ""That's...not something I would do.""]"
What are your symptoms?,i,unconscious_bias,medical_state,medical_state,['How does ((condition or disability)) manifest for you?'],[],['How does ((condition or disability)) manifest for you?']
a fit,i,unconscious_bias,medical_state,medical_state,"['an epileptic seizure', 'an epileptic episode', 'an outburst(...)', 'a melt-down(...)', 'a tantrum(...)']",[],"['an epileptic seizure', 'an epileptic episode', 'an outburst(...)', 'a melt-down(...)', 'a tantrum(...)']"
a good competition,i,unconscious_bias,agentic,agentic,"['rich opportunities to show what we can do', 'an opportunity to present ideas', 'an inspiring show of ideas and thoughts ']",[],"['rich opportunities to show what we can do', 'an opportunity to present ideas', 'an inspiring show of ideas and thoughts ']"
a little bit ghetto,i,unconscious_bias,classism,classism,"['improvised', 'authentic about their social heritage', 'not big on conformity', 'not code-switching', 'not acting white']",[],"['improvised', 'authentic about their social heritage', 'not big on conformity', 'not code-switching', 'not acting white']"
a little bit hood,i,unconscious_bias,racist_source,racist_source,"['improvised', 'authentic about their heritage', 'not big on conformity', 'not code-switching', 'not acting white']",[],"['improvised', 'authentic about their heritage', 'not big on conformity', 'not code-switching', 'not acting white']"
ability to learn,i,unconscious_bias,learning,learning,"['understanding', 'learning', 'skill learning', 'proficiency']",[],"['understanding', 'learning', 'skill learning', 'proficiency']"
able bodied,=a,unconscious_bias,ability,ability,"['without disability', 'typical']",[],"['without disability', 'typical']"
abnormality on one of the chromosomes,i,unconscious_bias,ability,ability,"['variant on one of the chromosomes', 'chromosomal variant', 'variants on one of the chromosomes', 'chromosomal variants']","['variants on one of the chromosomes', 'chromosomal variants']","['variant on one of the chromosomes', 'chromosomal variant', 'variants on one of the chromosomes', 'chromosomal variants']"
absence of expression,s,unconscious_bias,behavior,behavior,"['flat affect', 'blunted affect']",[],"['flat affect', 'blunted affect']"
abusive relationship,a+s,unconscious_bias,medical_state,medical_state,['relationship with a person who is abusive'],[],['relationship with a person who is abusive']
addicted baby,s,unconscious_bias,medical_state,medical_state,"['baby born to a parent who used drugs while pregnant(...)', 'infant with signs of withdrawal from prenatal drug exposure(...)', 'newborn exposed to substances(...)', 'baby with neonatal abstinence syndrome(...)']",[],"['baby born to a parent who used drugs while pregnant(...)', 'infant with signs of withdrawal from prenatal drug exposure(...)', 'newborn exposed to substances(...)', 'baby with neonatal abstinence syndrome(...)']"
afflicted with,a,unconscious_bias,ability,ability,['living with'],[],['living with']
aging dependant,a+s,unconscious_bias,age_old,age_old,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']"
aging dependants,a+s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
aging dependent,a+s,unconscious_bias,age_old,age_old,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']"
aging dependents,a+s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
around the horn,i,unconscious_bias,sports_terms,sports_terms,['go from person to person'],[],['go from person to person']
at the front line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
at the front-line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
at the frontline,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where crucial work is done', 'in the most influential position in a debate']"
attention deficit disorder,s,unconscious_bias,behavior,behavior,"['neurodivergent', 'ADHDer', 'attention deficit disability ADD', 'attention deficit hyperactivity disability (ADHD)', 'person with ADD(...)', 'someone who has ADHD(...)']",[],"['attention deficit disability ADD', 'attention deficit hyperactivity disability (ADHD)', 'neurodivergent', 'ADHDer', 'person with ADD(...)', 'someone who has ADHD(...)']"
auditory issue,a+s,unconscious_bias,hearing,hearing,"['auditory processing disability', 'auditory sensory disability', 'auditory dyslexia', 'hearing loss', 'auditory neuropathy', 'auditory agnosia', 'auditory atrophy', 'auditory aphasia', 'sensory aphasia', '--- describe the condition or disability', 'auditory processing disability', 'auditory sensory disabilities', 'auditory dyslexia', 'hearing loss', 'auditory neuropathy', 'auditory agnosia', 'auditory atrophy', 'auditory aphasia', 'sensory aphasia']","['auditory processing disability', 'auditory sensory disabilities', 'auditory dyslexia', 'hearing loss', 'auditory neuropathy', 'auditory agnosia', 'auditory atrophy', 'auditory aphasia', 'sensory aphasia', '--- describe the condition or disability']","['--- describe the condition or disability', 'auditory processing disability', 'auditory sensory disability', 'auditory dyslexia', 'hearing loss', 'auditory neuropathy', 'auditory agnosia', 'auditory atrophy', 'auditory aphasia', 'sensory aphasia', 'auditory processing disability', 'auditory sensory disabilities', 'auditory dyslexia', 'hearing loss', 'auditory neuropathy', 'auditory agnosia', 'auditory atrophy', 'auditory aphasia', 'sensory aphasia']"
autism spectrum disorder,s,unconscious_bias,behavior,behavior,"['Autistic', 'neurodivergent', 'being on the autism spectrum', 'having autism spectrum disability', 'person who has autism(...)', 'someone with autism(...)']",[],"['being on the autism spectrum', 'having autism spectrum disability', 'Autistic', 'neurodivergent', 'person who has autism(...)', 'someone with autism(...)']"
awful memory,a+s,unconscious_bias,learning,learning,"['finding it a challenge to remember', 'finds it a challenge to memorize']",[],"['finding it a challenge to remember', 'finds it a challenge to memorize']"
baby boomer,s,unconscious_bias,age_old,age_old,"['older person', 'adult', 'someone born between 1946 and 1965', 'older people', 'adults', 'people born between 1946 and 1965']","['older people', 'adults', 'people born between 1946 and 1965']","['older person', 'adult', 'someone born between 1946 and 1965', 'older people', 'adults', 'people born between 1946 and 1965']"
bad memory,a+s,unconscious_bias,learning,learning,"['finding it a challenge to remember', 'finds it a challenge to memorize']",[],"['finding it a challenge to remember', 'finds it a challenge to memorize']"
ballpark estimate,i,unconscious_bias,sports_terms,sports_terms,"['rough estimate', 'proximal guess']",[],"['rough estimate', 'proximal guess']"
batter up,i,unconscious_bias,sports_terms,sports_terms,['step up and take action'],[],['step up and take action']
be special needs,i,unconscious_bias,ability,ability,"['live with a disability', 'have access needs', 'require additional services', 'need specialized support', 'provide specialized assistance']",[],"['live with a disability', 'have access needs', 'require additional services', 'need specialized support', 'provide specialized assistance']"
behavioral problem,a+s,unconscious_bias,behavior,behavior,"['behavioral concerns', 'behavioral concerns']",['behavioral concerns'],"['behavioral concerns', 'behavioral concerns']"
belong on the short bus,i,unconscious_bias,medical_state,medical_state,"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']",[],"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
belong on the short-bus,i,unconscious_bias,medical_state,medical_state,"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']",[],"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
belong on the shortbus,i,unconscious_bias,medical_state,medical_state,"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']",[],"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)']"
best shot,s,unconscious_bias,sports_terms,sports_terms,['best effort'],[],['best effort']
birth defect,s,unconscious_bias,ability,ability,"['is disabled', 'has a disability', 'congenital disability', 'has congenital ((health condition))', 'born with ((health condition))', '---name congenital health condition or disability', 'having disabilities', 'congenital disabilities', 'having congenital ((health conditions))', 'born with ((health conditions))']","['are disabled', 'having disabilities', 'congenital disabilities', 'having congenital ((health conditions))', 'born with ((health conditions))', '---name congenital health condition or disability']","['---name congenital health condition or disability', 'has a disability', 'congenital disability', 'has congenital ((health condition))', 'born with ((health condition))', 'is disabled', 'having disabilities', 'congenital disabilities', 'having congenital ((health conditions))', 'born with ((health conditions))', 'are disabled']"
black day,a+s,unconscious_bias,color,color,"['blocked day', 'blocked days']",['blocked days'],"['blocked day', 'blocked days']"
black hat,s,unconscious_bias,color,color,"['cyber criminal', 'unethical entity', 'player without ethics', 'cyber criminals', 'unethical entities', 'players without ethics', 'someone who acts with malicious intent(...)']","['cyber criminals', 'unethical entities', 'players without ethics', 'people who act with malicious intent(...)']","['cyber criminal', 'unethical entity', 'player without ethics', 'someone who acts with malicious intent(...)', 'cyber criminals', 'unethical entities', 'players without ethics']"
black list,s,unconscious_bias,color,cultural,"['deny list', 'block list', 'exclude list', 'avoid list', 'deny lists', 'block lists', 'exclude lists', 'avoid lists']","['deny lists', 'block lists', 'exclude lists', 'avoid lists']","['deny list', 'block list', 'exclude list', 'avoid list', 'deny lists', 'block lists', 'exclude lists', 'avoid lists']"
black mark,s,unconscious_bias,color,cultural,"['indication of failure', 'indication of censure', 'indications of failure', 'indications of censure', 'something someone has done that spoils their reputation(...)', 'something that makes a person lose face(...)']","['indications of failure', 'indications of censure', 'things people have done that spoil their reputations(...)', 'something that makes people lose face(...)']","['indication of failure', 'indication of censure', 'something someone has done that spoils their reputation(...)', 'something that makes a person lose face(...)', 'indications of failure', 'indications of censure']"
black sheep,a+s,unconscious_bias,color,cultural,"['person excluded from society(...)', 'someone who spends their time doing nothing in particular(...)', 'person who breaks rules(...)', 'wild and reckless person(...)', 'person who does not behave as expected(...)', 'homeless person(...)']","['people excluded from society(...)', 'people who spend their time doing nothing in particular(...)', 'people who break rules(...)', 'wild and reckless people(...)', 'people who do not behave as expected(...)', 'homeless people(...)']","['person excluded from society(...)', 'someone who spends their time doing nothing in particular(...)', 'person who breaks rules(...)', 'wild and reckless person(...)', 'person who does not behave as expected(...)', 'homeless person(...)']"
blind as a bat,i,unconscious_bias,vision,cultural,"['Blind', 'with a poor sense of vision', ""unable to see things clearly unless they are close to one's eyes"", 'near-sighted', 'short-sighted', 'with a visual impairment']",[],"['with a poor sense of vision', ""unable to see things clearly unless they are close to one's eyes"", 'near-sighted', 'short-sighted', 'with a visual impairment', 'Blind']"
blind leading the blind,i,unconscious_bias,vision,cultural,"['--- only as a Bible quote', 'unqualified person attempting to advise others(...)', 'someone unqualified trying to guide others(...)', 'untrained person trying to train others(...)']",['--- only as a Bible quote'],"['--- only as a Bible quote', 'unqualified person attempting to advise others(...)', 'someone unqualified trying to guide others(...)', 'untrained person trying to train others(...)']"
blind sided,=a,unconscious_bias,vision,cultural,"['awestruck', 'astounded', 'bewildered', 'confused', 'hit unexpectedly', 'caught unaware', 'blown away']",[],"['awestruck', 'astounded', 'bewildered', 'confused', 'hit unexpectedly', 'caught unaware', 'blown away']"
blind spot,a+s,unconscious_bias,vision,cultural,"['gap in understanding', 'unconscious bias', ""mote in one's eye"", 'shortcoming', 'weakness', 'gaps in understanding', 'unconscious biases', 'motes in their eye', 'shortcomings', 'weaknesss']","['gaps in understanding', 'unconscious biases', 'motes in their eye', 'shortcomings', 'weaknesss']","['gap in understanding', 'unconscious bias', ""mote in one's eye"", 'shortcoming', 'weakness', 'gaps in understanding', 'unconscious biases', 'motes in their eye', 'shortcomings', 'weaknesss']"
blind to,a,unconscious_bias,vision,cultural,"['deliberately ignoring', 'feigning ignorance about', 'ignorant of (...)', ""turning one's back on(...)"", 'overcome by prejudice(...)']",[],"['deliberately ignoring', 'feigning ignorance about', 'ignorant of (...)', ""turning one's back on(...)"", 'overcome by prejudice(...)']"
blinded by,a,unconscious_bias,vision,cultural,"['overcome by', 'obsessed with', 'influenced by (...) in a way it colors their actions and perceptions']",[],"['overcome by', 'obsessed with', 'influenced by (...) in a way it colors their actions and perceptions']"
blocking and tackling,i,unconscious_bias,sports_terms,sports_terms,"['paying attention to the small details and fundamentals', 'focus and execution', 'knowing and doing what it takes', 'knowing when to stop and when to move forward']",[],"['paying attention to the small details and fundamentals', 'focus and execution', 'knowing and doing what it takes', 'knowing when to stop and when to move forward']"
borderline autism,s,unconscious_bias,ability,ability,['autism'],[],['autism']
both genders,s,unconscious_bias,gender_identity,gender_identity,['all genders'],[],['all genders']
bound to a wheelchair,a+s,unconscious_bias,mobility,mobility,"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']",[],"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']"
boys and girls,i,unconscious_bias,gender_identity,gender_identity,"['children', 'kids', 'they']",[],"['children', 'kids', 'they']"
brain damage,s,unconscious_bias,medical_state,medical_state,"['neurotrauma', 'severe brain trauma', 'head injury', 'traumatic brain injury', 'neurotraumas', 'severe brain traumas', 'head injuries', 'traumatic brain injuries']","['neurotraumas', 'severe brain traumas', 'head injuries', 'traumatic brain injuries']","['neurotrauma', 'severe brain trauma', 'head injury', 'traumatic brain injury', 'neurotraumas', 'severe brain traumas', 'head injuries', 'traumatic brain injuries']"
brain damaged,=a,unconscious_bias,medical_state,medical_state,"['has neurotrauma', 'has severe brain trauma', 'has a head injury', 'person with a traumatic brain injury(...)', 'ignorant(...)', 'lacking understanding(...)', 'uninformed(...)', 'silly(...)', 'lacking impulse control(...)']",[],"['has neurotrauma', 'has severe brain trauma', 'has a head injury', 'person with a traumatic brain injury(...)', 'ignorant(...)', 'lacking understanding(...)', 'uninformed(...)', 'silly(...)', 'lacking impulse control(...)']"
brother and sister,i,unconscious_bias,gender_identity,gender_identity,['siblings'],[],['siblings']
brothers and sisters,i,unconscious_bias,gender_identity,gender_identity,['siblings'],[],['siblings']
brown bag,s,unconscious_bias,color,color,"['lunch and learn', 'tech talk', 'lunch and learn get-together', 'tech talks']","['lunch and learn get-together', 'tech talks']","['lunch and learn', 'tech talk', 'lunch and learn get-together', 'tech talks']"
burn victim,s,unconscious_bias,medical_state,medical_state,"['burn survivor', 'burn survivors', 'person with significant scarring from burns(...)']","['burn survivors', 'people with significant scarring from burns(...)']","['burn survivor', 'person with significant scarring from burns(...)', 'burn survivors']"
buzzer beater,s,unconscious_bias,sports_terms,sports_terms,['meeting the target at the very last moment'],[],['meeting the target at the very last moment']
by themself,a,unconscious_bias,agentic,competitive,"['setting their own priorities', 'based on their ideas', 'comfortable making decisions', 'on their own initiative']",[],"['setting their own priorities', 'based on their ideas', 'comfortable making decisions', 'on their own initiative']"
by yourself,a,unconscious_bias,agentic,competitive,"['setting your priorities', 'based on your ideas', 'comfortable making decisions', 'on your own initiative']",[],"['setting your priorities', 'based on your ideas', 'comfortable making decisions', 'on your own initiative']"
cake walk,s,unconscious_bias,racist_source,racist_source,"['an easy task', 'a dance (as part of a contest)', 'a paved public walk']",[],"['an easy task', 'a dance (as part of a contest)', 'a paved public walk']"
catch flak,v+s,unconscious_bias,military_source,military_source,"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']",[],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
chromosomal abnormality,a+s,unconscious_bias,ability,ability,"['variant on one of the chromosomes', 'chromosomal variant', 'variant on one of the chromosomes', 'chromosomal variants']","['variant on one of the chromosomes', 'chromosomal variants']","['variant on one of the chromosomes', 'chromosomal variant', 'variant on one of the chromosomes', 'chromosomal variants']"
coexisting difficulty,a+s,unconscious_bias,ability,ability,"['disabled', 'co-occurring disability', 'concurrent disability', 'living with multiple disabilities', 'having co-existing disabilities', 'co-occurring disabilities', 'concurrent disabilities', 'multiple disabilities', 'co-existing disabilities']","['disabled', 'co-occurring disabilities', 'concurrent disabilities', 'multiple disabilities', 'co-existing disabilities']","['co-occurring disability', 'concurrent disability', 'living with multiple disabilities', 'having co-existing disabilities', 'disabled', 'co-occurring disabilities', 'concurrent disabilities', 'multiple disabilities', 'co-existing disabilities', 'disabled']"
cognitive challenge,a+s,unconscious_bias,cognitive_perception,cognitive_perception,"['cognitively disabled', 'intellectually disabled', 'cognitive disability', 'cognition', 'cognitive skills', 'cognitive development', 'cognitive skill development', 'intellectual disability', 'cognitive disability', 'cognition', 'cognitive skills', 'cognitive development', 'cognitive skill development', 'intellectual disability']","['cognitively disabled', 'intellectually disabled', 'cognitive disability', 'cognition', 'cognitive skills', 'cognitive development', 'cognitive skill development', 'intellectual disability']","['cognitive disability', 'cognition', 'cognitive skills', 'cognitive development', 'cognitive skill development', 'intellectual disability', 'cognitively disabled', 'intellectually disabled', 'cognitive disability', 'cognition', 'cognitive skills', 'cognitive development', 'cognitive skill development', 'intellectual disability', 'cognitively disabled', 'intellectually disabled']"
colored people,s,unconscious_bias,racist_source,racist_source,"['People of Color', 'Black', 'Indigenous', 'Black, Indigenous, People of Color (BIPOC)']",[],"['People of Color', 'Black', 'Indigenous', 'Black, Indigenous, People of Color (BIPOC)']"
commit suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['die by suicide'],[],['die by suicide']
committed suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['died by suicide'],[],['died by suicide']
complete suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['die by suicide'],[],['die by suicide']
completed suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['died by suicide'],[],['died by suicide']
confined to a wheelchair,a+s,unconscious_bias,mobility,mobility,"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']",[],"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']"
control their behavior,i,unconscious_bias,behavior,behavior,"['mediate demeanor', 'resolve behavioral concerns']",[],"['mediate demeanor', 'resolve behavioral concerns']"
cross the goal line,i,unconscious_bias,sports_terms,sports_terms,['follow through'],[],['follow through']
deaf and blind,-i,unconscious_bias,hearing,hearing,['Deaf-Blind'],[],['Deaf-Blind']
deaf blind,-a,unconscious_bias,hearing,hearing,['Deaf-Blind'],[],['Deaf-Blind']
deaf mute,a,unconscious_bias,hearing,hearing,"['Deaf', 'signing Deaf', 'non-speaking', 'ASL speaking', 'signing', 'non-speaking person with deafness(...)']",[],"['non-speaking', 'ASL speaking', 'signing', 'Deaf', 'signing Deaf', 'non-speaking person with deafness(...)']"
deaf to,a,unconscious_bias,hearing,hearing,"['willfully ignorant', 'deliberately ignoring']",[],"['willfully ignorant', 'deliberately ignoring']"
deficit in reading,i,unconscious_bias,cognitive_perception,cognitive_perception,"['learning disabled', 'reading disability', 'learning disability', '--- describe the concerns about reading']",['--- describe the concerns about reading'],"['--- describe the concerns about reading', 'reading disability', 'learning disability', 'learning disabled']"
developing countries,a+s,unconscious_bias,migration,imperialist,"['countries of global majority', 'global majority']",[],"['countries of global majority', 'global majority']"
developing country,a+s,unconscious_bias,migration,imperialist,['country of the global majority'],[],['country of the global majority']
developing world,a+s,unconscious_bias,migration,imperialist,['global majority'],[],['global majority']
development of repetitive habits,i,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured habits']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured habits']"
development of restrictive habits,i,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured habits']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured habits']"
devotion to routines,i,unconscious_bias,behavior,behavior,"['development of controlled routines', 'development of a finite routine', 'development of structured routines']",[],"['development of controlled routines', 'development of a finite routine', 'development of structured routines']"
different abilities,a+s,unconscious_bias,ability,ability,"['disabilities', 'neurodiversity', 'differences', 'ability status']",[],"['disabilities', 'neurodiversity', 'differences', 'ability status']"
differently abled,=a,unconscious_bias,ability,ability,"['atypical', 'neurodiverse', 'person with a disability(...)', 'has a disability(...)', 'of a different ability status(...)']",[],"['atypical', 'neurodiverse', 'person with a disability(...)', 'has a disability(...)', 'of a different ability status(...)']"
difficulty communicating,i,unconscious_bias,hearing,hearing,"['communication disability', 'communicative disability', 'communication disability', 'communicative disability']","['communication disability', 'communicative disability']","['communication disability', 'communicative disability', 'communication disability', 'communicative disability']"
