Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
delivery man,s,gendered,titles,"['delivery person', 'they', 'delivery', 'delivery team', 'delivery staff', 'delivery persons', 'delivery people']","['delivery persons', 'delivery people', 'delivery team', 'delivery staff', 'delivery']","['delivery', 'delivery person', 'they', 'delivery team', 'delivery staff', 'delivery persons', 'delivery people']"
every man,s,gendered,function,"['everybody', 'everyone', 'all', 'all']",['all'],"['everybody', 'everyone', 'all', 'all']"
every man for himself,i,gendered,hidden_image,"['everyone for yourselves', 'everyone for themself']",[''],"['everyone for yourselves', 'everyone for themself']"
front end developer,s,gendered,titles,"['they', 'front-end development', 'front-end development team', 'front-end developers', 'colleague in front-end development']","['front-end developers', 'front-end development team', 'front-end development']","['front-end development', 'they', 'colleague in front-end development', 'front-end development team', 'front-end developers']"
front-end developer,s,gendered,titles,"['they', 'front-end development', 'front-end development team', 'front-end developers', 'colleague in front-end development']","['front-end developers', 'front-end development team', 'front-end development']","['front-end development', 'they', 'colleague in front-end development', 'front-end development team', 'front-end developers']"
frontend developer,s,gendered,titles,"['they', 'front-end development', 'front-end development team', 'front-end developers', 'colleague in front-end development']","['front-end developers', 'front-end development team', 'front-end development']","['front-end development', 'they', 'colleague in front-end development', 'front-end development team', 'front-end developers']"
go into hysterics,i,gendered,female_stereotype,"['become very upset', 'become angry', 'become agitated']",[''],"['become very upset', 'become angry', 'become agitated']"
growth hacker,s,gendered,titles,"['growth hacking', 'growth hackers']","['growth hackers', 'growth hacking']","['growth hacking', 'growth hackers']"
guerilla marketing,s,gendered,hidden_image,"['low-cost, non-traditional advertising strategy', 'parasitic marketing strategy', 'unusual promotional techniques', 'advertisement strategy that uses surprise and unconventional interactions ']",[''],"['low-cost, non-traditional advertising strategy', 'parasitic marketing strategy', 'unusual promotional techniques', 'advertisement strategy that uses surprise and unconventional interactions ']"
gun man,s,gendered,function,"['shooter', 'they', 'shooters']",['shooters'],"['shooter', 'they', 'shooters']"
head of,s,gendered,leadership,"['they', 'heads of', 'person who supports and motivates the team', 'someone who communicates a shared vision', 'someone who helps identify milestones', 'person who offers guidance', 'person who takes a coaching role to help a team work toward shared goals']","['heads of', 'people who support and motivate the team', 'people who communicate a shared vision', 'people who help identify milestones', 'people who offer guidance', 'people who take a coaching role to help a team work toward shared goals']","['they', 'person who supports and motivates the team', 'someone who communicates a shared vision', 'someone who helps identify milestones', 'person who offers guidance', 'person who takes a coaching role to help a team work toward shared goals', 'heads of', 'people who support and motivate the team', 'people who communicate a shared vision', 'people who help identify milestones', 'people who offer guidance', 'people who take a coaching role to help a team work toward shared goals']"
in hysterics,a,gendered,female_stereotype,"['very upset', 'angry', 'agitated']",[''],"['very upset', 'angry', 'agitated']"
lady doctor,s,gendered,titles,"['doctor', 'they', 'medical staff', 'medical team', 'health care team', 'doctors']","['doctors', 'medical staff', 'medical team', 'health care team']","['doctor', 'they', 'medical staff', 'medical team', 'health care team', 'doctors']"
maintenance man,s,gendered,titles,"['maintenance person', 'maintenance worker', 'they', 'maintenance', 'maintenance staff', 'maintenance crew', 'maintenance workers']","['maintenance workers', 'maintenance staff', 'maintenance crew', 'maintenance']","['maintenance', 'maintenance person', 'maintenance worker', 'they', 'maintenance staff', 'maintenance crew', 'maintenance workers']"
male nurse,a+s,gendered,titles,"['nurse', 'they', 'nursing', 'nursing personnel', 'nursing staff', 'nurses']","['nurses', 'nursing personnel', 'nursing staff', 'nursing']","['nursing', 'nurse', 'they', 'nursing personnel', 'nursing staff', 'nurses']"
man bag,s,gendered,male_stereotype,"['handbag', 'handbags']",['handbags'],"['handbag', 'handbags']"
man bun,s,gendered,male_stereotype,"['bun', 'buns']",['buns'],"['bun', 'buns']"
man day,s,gendered,hidden_image,"['person-day', 'person-days']",['person-days'],"['person-day', 'person-days']"
man hour,s,gendered,hidden_image,"['person-hour', 'labor hour', 'hour of effort', 'person-hours', 'labor hours', 'hours of effort', 'amount of work done in one hour']","['person-hours', 'labor hours', 'hours of effort']","['person-hour', 'labor hour', 'hour of effort', 'amount of work done in one hour', 'person-hours', 'labor hours', 'hours of effort']"
man hunt,s,gendered,hidden_image,"['intensive search for a person', 'organized search for a criminal/suspect/escaped convict by law enforcement agencies', 'intensive searches for a people', 'organized searches for criminals (suspects, escaped convicts) by law enforcement agencies']","['intensive searches for a people', 'organized searches for criminals (suspects, escaped convicts) by law enforcement agencies']","['intensive search for a person', 'organized search for a criminal/suspect/escaped convict by law enforcement agencies', 'intensive searches for a people', 'organized searches for criminals (suspects, escaped convicts) by law enforcement agencies']"
man in the street,i,gendered,male_stereotype,['average person'],[''],['average person']
man kini,s,gendered,male_stereotype,"['sling swimsuit', 'slingshot bikini', 'sling swimsuits', 'slingshot bikinis']","['sling swimsuits', 'slingshot bikinis']","['sling swimsuit', 'slingshot bikini', 'sling swimsuits', 'slingshot bikinis']"
man made,a,gendered,hidden_image,"['synthetic', 'machine-made', 'artificial']",[''],"['synthetic', 'machine-made', 'artificial']"
man of few words,i,gendered,male_stereotype,"['person of few words', 'concise communicator', 'laconic personality', 'taciturn person', 'people of few words', 'concise communicators', 'laconic personalities', 'taciturn people', 'someone who says little', 'someone who tends to stray on the quieter side', 'person who does not speak much', 'person of action rather than words', 'someone who prefers Cliffs Notes over epics']","['people of few words', 'concise communicators', 'laconic personalities', 'taciturn people', 'people who say little', 'people who stray on the quieter side', ""people who don't speak much"", 'those of action rather than words']","['person of few words', 'concise communicator', 'laconic personality', 'taciturn person', 'someone who says little', 'someone who tends to stray on the quieter side', 'person who does not speak much', 'person of action rather than words', 'someone who prefers Cliffs Notes over epics', 'people of few words', 'concise communicators', 'laconic personalities', 'taciturn people', 'people who say little', 'people who stray on the quieter side', ""people who don't speak much"", 'those of action rather than words']"
man of his word,i,gendered,male_stereotype,"['someone true to their word', 'someone whose word is their bond', 'someone who always keeps their/his/her promises']",[''],"['someone true to their word', 'someone whose word is their bond', 'someone who always keeps their/his/her promises']"
man of the hour,i,gendered,male_stereotype,"['person of the hour', 'woman of the hour', 'people of the hour', 'women of the hour']","['people of the hour', 'women of the hour']","['person of the hour', 'woman of the hour', 'people of the hour', 'women of the hour']"
man of the moment,i,gendered,male_stereotype,"['most important person at the/this time', 'the most influential person at the/this time', 'someone who plays a pivotal role (at a point in time ...)', 'person of great importance (at the/this time ...)', 'most popular person at particular moment in time']",[''],"['most important person at the/this time', 'the most influential person at the/this time', 'someone who plays a pivotal role (at a point in time ...)', 'person of great importance (at the/this time ...)', 'most popular person at particular moment in time']"
man of the world,i,gendered,male_stereotype,"['someone not easily shocked', 'someone experienced and world-wise', 'someone who can deal with most situations life throws at them', 'someone widely experienced in the ways of the world and people']",[''],"['someone not easily shocked', 'someone experienced and world-wise', 'someone who can deal with most situations life throws at them', 'someone widely experienced in the ways of the world and people']"
man on the street,i,gendered,male_stereotype,['average person'],[''],['average person']
man power,s,gendered,hidden_image,"['labor force', 'personnel', 'pool', 'staff', 'the number of people available to do/handle a job', 'the number of people it takes to (...)']","['personnel', 'pool', 'staff']","['labor force', 'the number of people available to do/handle a job', 'the number of people it takes to (...)', 'personnel', 'pool', 'staff']"
man scara,s,gendered,male_stereotype,"['mascara', 'mascaras']",['mascaras'],"['mascara', 'mascaras']"
man sized,a,gendered,hidden_image,"['very large', 'generous', 'calling for the strength traditionally attributed to a man']",[''],"['very large', 'generous', 'calling for the strength traditionally attributed to a man']"
man trap,s,gendered,hidden_image,"['snare', 'outdoor trap for trespassers/poachers', 'double-door single-person access control space', 'snares', 'outdoor traps for trespassers (poachers)', 'double-door single-person access control spaces']","['snares', 'outdoor traps for trespassers (poachers)', 'double-door single-person access control spaces']","['snare', 'outdoor trap for trespassers/poachers', 'double-door single-person access control space', 'snares', 'outdoor traps for trespassers (poachers)', 'double-door single-person access control spaces']"
man up,v,gendered,hidden_image,"['deal with it', 'push through something', 'be brave', ""pull up one's socks"", 'pull oneself together', 'get it together', 'get a grip', 'adopt a stereotypically masculine approach/course of action']",[''],"['deal with it', 'push through something', 'be brave', ""pull up one's socks"", 'pull oneself together', 'get it together', 'get a grip', 'adopt a stereotypically masculine approach/course of action']"
middle man,s,gendered,function,"['intermediary', 'mediator', 'go-between', 'intermediaries', 'mediators', 'go-betweens', 'person acting as an agent between two parties']","['intermediaries', 'mediators', 'go-betweens', 'people acting as agents between two parties']","['intermediary', 'mediator', 'go-between', 'person acting as an agent between two parties', 'intermediaries', 'mediators', 'go-betweens', 'people acting as agents between two parties']"
no man is an island,i,gendered,hidden_image,['no one is an island --- if not a quote'],[''],['no one is an island --- if not a quote']
pick a fight,v+s,gendered,male_stereotype,"['differ', 'disagree', 'start a debate', 'discuss options', 'present arguments']",[''],"['differ', 'disagree', 'start a debate', 'discuss options', 'present arguments']"
pink leadership,a+s,gendered,leadership,"['communal leadership', 'servant leadership', 'communal leaderships', 'servant leaderships']","['communal leaderships', 'servant leaderships']","['communal leadership', 'servant leadership', 'communal leaderships', 'servant leaderships']"
product owner,s,gendered,titles,"['they', 'product ownership', 'product owners']","['product owners', 'product ownership']","['product ownership', 'they', 'product owners']"
project manager,s,gendered,titles,"['person in project management', 'they', 'project management', 'people in project management', 'person handling project management', 'someone in the project management role']","['people in project management', 'project management']","['project management', 'person in project management', 'they', 'person handling project management', 'someone in the project management role', 'people in project management']"
seek attention,v+s,gendered,female_stereotype,"['seek validation', 'be lively', 'be at ease in social situations', 'be outgoing']",[''],"['seek validation', 'be lively', 'be at ease in social situations', 'be outgoing']"
service desk agent,s,gendered,titles,"['they', 'service desk', 'service desk agents']","['service desk agents', 'service desk']","['service desk', 'they', 'service desk agents']"
stunt man,s,gendered,titles,"['stunt person', 'stunt performer', 'stunt double', 'they', 'stunt people', 'stunt persons', 'stunt performers', 'stunt doubles']","['stunt persons', 'stunt performers', 'stunt doubles', 'stunt people']","['stunt person', 'stunt performer', 'stunt double', 'they', 'stunt people', 'stunt persons', 'stunt performers', 'stunt doubles']"
take the lead,i,gendered,leadership,"['head up', 'take responsibility for', 'guide', 'coach', 'set a course', 'inspire']",[''],"['head up', 'take responsibility for', 'guide', 'coach', 'set a course', 'inspire']"
vice chairman,s,gendered,titles,"['vice chairperson', 'they', 'vice chairpersons', 'vice chairpeople', '((name ...)) who serves as vice chair']","['vice chairpersons', 'vice chairpeople']","['vice chairperson', 'they', '((name ...)) who serves as vice chair', 'vice chairpersons', 'vice chairpeople']"
