Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split,False_Positives
coexisting difficulty,~a|s,unconscious_bias,advanced_ability,advanced_ability,"['disabled', 'co-occurring disability', 'concurrent disability', 'living with multiple disabilities', 'having co-existing disabilities', 'co-occurring disabilities', 'concurrent disabilities', 'multiple disabilities', 'co-existing disabilities']","['disabled', 'co-occurring disabilities', 'concurrent disabilities', 'multiple disabilities', 'co-existing disabilities']","['co-occurring disability', 'concurrent disability', 'living with multiple disabilities', 'having co-existing disabilities', 'disabled', 'co-occurring disabilities', 'concurrent disabilities', 'multiple disabilities', 'co-existing disabilities', 'disabled']",
crippling,~a,unconscious_bias,advanced_ability,advanced_ability,"['traumatizing', 'paralyzing', 'devastating', 'ruinous']",[],"['traumatizing', 'paralyzing', 'devastating', 'ruinous']",
deformed,~a,unconscious_bias,advanced_ability,advanced_ability,"['person who has a disability(...)', 'person living with a physical disability(...)']",[],"['person who has a disability(...)', 'person living with a physical disability(...)']",
different abilities,~a|~s,unconscious_bias,advanced_ability,advanced_ability,"['disabilities', 'neurodiversity', 'differences', 'ability status']",[],"['disabilities', 'neurodiversity', 'differences', 'ability status']",
differently-abled,~a,unconscious_bias,advanced_ability,advanced_ability,"['atypical', 'neurodiverse', 'person with a disability(...)', 'has a disability(...)', 'of a different ability status(...)']",[],"['atypical', 'neurodiverse', 'person with a disability(...)', 'has a disability(...)', 'of a different ability status(...)']",
disability-adjusted life years,a|~s|~s,unconscious_bias,advanced_ability,advanced_ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",
disability-free life years,a|~s|~s,unconscious_bias,advanced_ability,advanced_ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",
disabled,~a,unconscious_bias,advanced_ability,advanced_ability,"['accessible --- referring to spaces', 'with a disability --- referring to people']",[],"['accessible --- referring to spaces', 'with a disability --- referring to people']",
dummy variable,~s|s,unconscious_bias,advanced_ability,advanced_ability,"['placeholder', 'placeholders']",['placeholders'],"['placeholder', 'placeholders']",
fairly normal life,adv|a|s,unconscious_bias,advanced_ability,advanced_ability,"['typical life', 'typical lives']",['typical lives'],"['typical life', 'typical lives']",
handi-capable,a,unconscious_bias,advanced_ability,advanced_ability,"['have a disability', 'have access needs', 'person living with a physical disability(...)', 'person who live with a disability(...)']",[],"['have a disability', 'have access needs', 'person living with a physical disability(...)', 'person who live with a disability(...)']",
handicapped,~a,unconscious_bias,advanced_ability,advanced_ability,"['accessible --- referring to spaces', 'with a disability --- referring to people', 'living with a disability(...)']",[],"['accessible --- referring to spaces', 'with a disability --- referring to people', 'living with a disability(...)']",
have special needs,v|~a|~s,unconscious_bias,advanced_ability,advanced_ability,"['live with a disability', 'have access needs', 'require additional services', 'need specialized support', 'require specialized assistance']",[],"['live with a disability', 'have access needs', 'require additional services', 'need specialized support', 'require specialized assistance']",
language issue,~s|s,unconscious_bias,advanced_ability,advanced_ability,"['language-based learning disability', 'language processing disability', 'auditory processing disability', '--- name the specific disability or condition', 'language-based learning disabilities', 'language processing disabilities', 'auditory processing disabilities']","['language-based learning disabilities', 'language processing disabilities', 'auditory processing disabilities', '--- name the specific disability or condition']","['--- name the specific disability or condition', 'language-based learning disability', 'language processing disability', 'auditory processing disability', 'language-based learning disabilities', 'language processing disabilities', 'auditory processing disabilities']",
normal life,~a|s,unconscious_bias,advanced_ability,advanced_ability,"['typical life', 'average life', 'typical lives', 'average lives']","['typical lives', 'average lives']","['typical life', 'average life', 'typical lives', 'average lives']",
nut house,~s|s,unconscious_bias,advanced_ability,advanced_ability,"['psychiatric hospital unit', 'mental health unit', 'behavioral health unit', 'institution providing care to people with mental and psychiatric disabilities', 'psychiatric hospital units', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental and psychiatric disabilities', 'situation full of confusion(...)', 'place in uproar(...)', 'noisy and confusing scene(...)']","['psychiatric hospital units', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental and psychiatric disabilities', 'situations full of confusion(...)', 'places in uproar(...)', 'noisy and confusing scenes(...)']","['psychiatric hospital unit', 'mental health unit', 'behavioral health unit', 'institution providing care to people with mental and psychiatric disabilities', 'situation full of confusion(...)', 'place in uproar(...)', 'noisy and confusing scene(...)', 'psychiatric hospital units', 'mental health units', 'behavioral health units', 'institutions providing care to people with mental and psychiatric disabilities']",
overcome a learning disability,v||~s|s,unconscious_bias,advanced_ability,advanced_ability,"['go through ((time period)) with a learning disability', 'manage a learning disability']",[],"['go through ((time period)) with a learning disability', 'manage a learning disability']",
overcome learning disabilities,v|~s|~s,unconscious_bias,advanced_ability,advanced_ability,"['go through ((time period)) with a learning disability', 'manage a learning disability']",[],"['go through ((time period)) with a learning disability', 'manage a learning disability']",
overcome their learning disability,v||~s|s,unconscious_bias,advanced_ability,advanced_ability,"['go through ((time period)) with a learning disability', 'manage their learning disability']",[],"['go through ((time period)) with a learning disability', 'manage their learning disability']",
quality-adjusted life years,~a|s|~s,unconscious_bias,advanced_ability,advanced_ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",
sanity,s,unconscious_bias,advanced_ability,advanced_ability,['coherence --- in technology'],[],['coherence --- in technology'],
sanity check,~s|s,unconscious_bias,advanced_ability,advanced_ability,"['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests']",
sanity test,~s|s,unconscious_bias,advanced_ability,advanced_ability,"['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)']","['quick check', 'plausibility check', 'consistency check', 'check for completeness and clarity', 'smoke test', 'basic test to evaluate whether a claim can possibly be true(...)', 'basic test to assess whether the result of a calculation can be correct(...)', 'quick checks', 'plausibility checks', 'consistency checks', 'checks for completeness and clarity', 'smoke tests']",
special ed,~a|s,unconscious_bias,advanced_ability,advanced_ability,"['student', 'adaptive education', 'student in adaptive education class']",[],"['adaptive education', 'student in adaptive education class', 'student']",
special education,~a|s,unconscious_bias,advanced_ability,advanced_ability,"['adaptive education', 'adaptive learning', 'adaptive teaching']",[],"['adaptive education', 'adaptive learning', 'adaptive teaching']",
special-needs,a,unconscious_bias,advanced_ability,advanced_ability,"['person with ((condition or disability))(...)', 'person living with a disability(...)', 'someone living with disability who needs help or care(...)', 'removing barriers for people(...)', 'requiring additional services(...)', 'offering specialized support(...)', 'providing specialized care(...)', 'requiring specialized assistance (...)']",[],"['person with ((condition or disability))(...)', 'person living with a disability(...)', 'someone living with disability who needs help or care(...)', 'removing barriers for people(...)', 'requiring additional services(...)', 'offering specialized support(...)', 'providing specialized care(...)', 'requiring specialized assistance (...)']",
specially abled,~a|~v,unconscious_bias,advanced_ability,advanced_ability,"['-', 'person with ((condition or disability))(...)', 'person living with a disability(...)']",['-'],"['-', 'person with ((condition or disability))(...)', 'person living with a disability(...)']",
stricken with,~a|,unconscious_bias,advanced_ability,advanced_ability,['living with'],[],['living with'],
subnormal,a,unconscious_bias,advanced_ability,advanced_ability,"['atypical', 'neurodivergent', '-', 'person with a learning disability(...)', 'person with learning disabilities(...)']",['-'],"['-', 'atypical', 'neurodivergent', 'person with a learning disability(...)', 'person with learning disabilities(...)']",
suffer from,v|,unconscious_bias,advanced_ability,advanced_ability,['live with'],[],['live with'],
aging dependant,~a|~s,unconscious_bias,age_old,age_old,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",
aging dependants,~a|~s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",
aging dependent,~a|~s,unconscious_bias,age_old,age_old,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",
aging dependents,~a|~s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",
baby boomer,~s|s,unconscious_bias,age_old,age_old,"['older person', 'adult', 'someone born between 1946 and 1965', 'older people', 'adults', 'people born between 1946 and 1965']","['older people', 'adults', 'people born between 1946 and 1965']","['older person', 'adult', 'someone born between 1946 and 1965', 'older people', 'adults', 'people born between 1946 and 1965']",
digital native,~a|s,unconscious_bias,age_old,age_old,"['digitally skilled person', 'someone who handles digital tools with ease', 'someone with technology literacy skills', 'someone comfortable with using digital technologies', '--- spell out relevant skills', 'digitally skilled people', 'people who handle digital tools with ease', 'those with technology literacy skills', 'people comfortable using digital technologies']","['digitally skilled people', 'people who handle digital tools with ease', 'those with technology literacy skills', 'people comfortable using digital technologies', '--- spell out relevant skills']","['--- spell out relevant skills', 'digitally skilled person', 'someone who handles digital tools with ease', 'someone with technology literacy skills', 'someone comfortable with using digital technologies', 'digitally skilled people', 'people who handle digital tools with ease', 'those with technology literacy skills', 'people comfortable using digital technologies']",
dried up,~v|,unconscious_bias,age_old,age_old,['older'],[],['older'],
elderly people,~a|~s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",
elderly person,~a|~s,unconscious_bias,age_old,age_old,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",
gramps,~s,unconscious_bias,age_old,age_old,"['grandy', 'grandparent', 'older person', 'grandies', 'grandparents', 'older people']","['grandies', 'grandparents', 'older people']","['grandy', 'grandparent', 'older person', 'grandies', 'grandparents', 'older people']",
grumpy old man,a|a|s,unconscious_bias,age_old,age_old,"['older adult', 'older adults']",['older adults'],"['older adult', 'older adults']",
mature,a,unconscious_bias,age_old,age_old,"['experienced', 'adult']",[],"['experienced', 'adult']",
of a certain age,||a|~s,unconscious_bias,age_old,age_old,"['with experience', 'adult', '-']",['-'],"['-', 'with experience', 'adult']",
old,a,unconscious_bias,age_old,age_old,"['adult', 'experienced']",[],"['adult', 'experienced']",
old coot,~a|~s,unconscious_bias,age_old,age_old,"['older adult', 'retiree', 'foolish person', 'older adults', 'retirees', 'foolish people', 'someone with life-long idiosyncratic habits(...)']","['older adults', 'retirees', 'foolish people', 'people with life-long idiosyncratic habits(...)']","['older adult', 'retiree', 'foolish person', 'someone with life-long idiosyncratic habits(...)', 'older adults', 'retirees', 'foolish people']",
old fogey,~a|s,unconscious_bias,age_old,age_old,"['eccentric man', 'older person', 'eccentric men', 'older people']","['eccentric men', 'older people']","['eccentric man', 'older person', 'eccentric men', 'older people']",
old man,~a|s,unconscious_bias,age_old,age_old,"['older person', 'older adult', 'older people', 'older adults']","['older people', 'older adults']","['older person', 'older adult', 'older people', 'older adults']",
old people,~a|s,unconscious_bias,age_old,age_old,['older adults'],[],['older adults'],
old woman,~a|s,unconscious_bias,age_old,age_old,"['older person', 'older adult', 'older people', 'older adults']","['older people', 'older adults']","['older person', 'older adult', 'older people', 'older adults']",
over-the-hill,a,unconscious_bias,age_old,age_old,"['in decline', 'worn out', 'past their prime', 'past the peak where you pick up speed(...)', 'downhill, when things get easier(...)']",[],"['in decline', 'worn out', 'past their prime', 'past the peak where you pick up speed(...)', 'downhill, when things get easier(...)']",
senior citizen,~a|s,unconscious_bias,age_old,age_old,"['the older population', 'older adults', 'older people', 'persons 65 years and older', 'older adult(...)', 'older person(...)', 'someone 65 years and older(...)']","['older adults', 'older people', 'persons 65 years and older', 'the older population']","['older adult(...)', 'older person(...)', 'someone 65 years and older(...)', 'the older population', 'older adults', 'older people', 'persons 65 years and older']",
the aged,|~s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",
the elderly,|~s,unconscious_bias,age_old,age_old,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",
too old to,|a|,unconscious_bias,age_old,age_old,"['planning to', 'considering to']",[],"['planning to', 'considering to']",
young at heart,a||~s,unconscious_bias,age_old,age_old,"['energetic', 'lively', 'open-minded', 'playful', 'hopeful', 'optimistic', 'enthusiastic', 'interested']",[],"['energetic', 'lively', 'open-minded', 'playful', 'hopeful', 'optimistic', 'enthusiastic', 'interested']",
entry-level,a,unconscious_bias,age_young,age_young,"['junior', 'after-college', 'a career starting point', 'no work experience required(...)', '(for someone with) some initial work experience(...)', 'an opportunity to learn and grow(...)']",[],"['junior', 'after-college', 'a career starting point', 'no work experience required(...)', '(for someone with) some initial work experience(...)', 'an opportunity to learn and grow(...)']",
juvenile,a,unconscious_bias,age_young,age_young,"['adolescent', 'underage', 'playful', 'foolish', 'callow', 'inexperienced', 'pubescent']",[],"['adolescent', 'underage', 'playful', 'foolish', 'callow', 'inexperienced', 'pubescent']",
too young to,|a|,unconscious_bias,age_young,age_young,"['planning to', 'considering to']",[],"['planning to', 'considering to']",
young,~a,unconscious_bias,age_young,age_young,['younger'],[],['younger'],
young team,a|s,unconscious_bias,age_young,age_young,"['energetic group', 'enthusiastic team', 'lively group that loves to explore new ideas', 'energetic groups', 'enthusiastic teams', 'lively groups that love to explore new ideas']","['energetic groups', 'enthusiastic teams', 'lively groups that love to explore new ideas']","['energetic group', 'enthusiastic team', 'lively group that loves to explore new ideas', 'energetic groups', 'enthusiastic teams', 'lively groups that love to explore new ideas']",
a good competition,|a|s,unconscious_bias,agentic,agentic,"['an opportunity to show what we can do', 'an opportunity to present ideas', 'an inspiring show of ideas and thoughts']",[],"['an opportunity to show what we can do', 'an opportunity to present ideas', 'an inspiring show of ideas and thoughts']",
abort,v,unconscious_bias,agentic,tech,"['terminate', 'stop', 'cancel', 'pause', 'suspend']",[],"['terminate', 'stop', 'cancel', 'pause', 'suspend']",
adventurous,a,unconscious_bias,agentic,competitive,"['enterprising', 'resourceful', 'happy to explore new ideas', 'full of faith in your skills', 'open to new experiences', 'open and curious', 'willing to try out new methods', 'ready to try out new experiences', 'willing to try out new ideas']",[],"['enterprising', 'resourceful', 'happy to explore new ideas', 'full of faith in your skills', 'open to new experiences', 'open and curious', 'willing to try out new methods', 'ready to try out new experiences', 'willing to try out new ideas']",
aggressive,a,unconscious_bias,agentic,hard_hearted,"['energetic', 'emphatic', 'invested', 'spirited', 'open', 'straightforward', 'enterprising', 'focused', 'clear and to the point', 'candid', 'at ease advancing ideas', 'prepared to argue for (...)', 'willing to stand up for (...)']",[],"['energetic', 'emphatic', 'invested', 'spirited', 'open', 'straightforward', 'enterprising', 'focused', 'clear and to the point', 'candid', 'at ease advancing ideas', 'prepared to argue for (...)', 'willing to stand up for (...)']",
alone,a,unconscious_bias,agentic,competitive,"['uninterrupted', 'without distractions', ""--- don't use for people"", 'concentrating on the task at hand(...)']","[""--- don't use for people""]","[""--- don't use for people"", 'uninterrupted', 'without distractions', 'concentrating on the task at hand(...)']",
ambitious,a,unconscious_bias,agentic,competitive,"['growth-minded', 'keen and enthusiastic', ""--- don't use for people"", 'interested in taking on new responsibilities(...)', 'committed to working toward goals(...)', 'keen on realizing a vision(...)']","[""--- don't use for people""]","[""--- don't use for people"", 'growth-minded', 'keen and enthusiastic', 'interested in taking on new responsibilities(...)', 'committed to working toward goals(...)', 'keen on realizing a vision(...)']",
analytical,a,unconscious_bias,agentic,rough,"['logical', 'systematical', 'investigative', 'explorative', 'able to interpret data(...)', 'taking a systematic approach(...)', 'with scientific care(...)', 'keen to examine ((subject matter)) in detail(...)', 'applying diagnostic methods(...)']",[],"['logical', 'systematical', 'investigative', 'explorative', 'able to interpret data(...)', 'taking a systematic approach(...)', 'with scientific care(...)', 'keen to examine ((subject matter)) in detail(...)', 'applying diagnostic methods(...)']",
analyze,v,unconscious_bias,agentic,rough,"['investigate', 'interpret', 'closely examine', 'put ((a topic)) under scrutiny(...)', 'study ((subject matter)) with scientific care(...)', 'apply diagnostic methods to(...)', 'embark on a meticulous exploration of(...)', 'conduct an inquiry into(...)']",[],"['investigate', 'interpret', 'closely examine', 'put ((a topic)) under scrutiny(...)', 'study ((subject matter)) with scientific care(...)', 'apply diagnostic methods to(...)', 'embark on a meticulous exploration of(...)', 'conduct an inquiry into(...)']",
assertive,a,unconscious_bias,agentic,rough,"['open', 'intent', 'serious', 'focused', 'invested', 'able to nurture and connect with customers(...)', 'open about your goals(...)', 'at ease sharing their perspective(...)', 'committed to shared goals(...)', 'happy to see something through(...)', 'deeply enthusiastic about working toward a milestone(...)']",[],"['open', 'intent', 'serious', 'focused', 'invested', 'able to nurture and connect with customers(...)', 'open about your goals(...)', 'at ease sharing their perspective(...)', 'committed to shared goals(...)', 'happy to see something through(...)', 'deeply enthusiastic about working toward a milestone(...)']",
assertiveness,s,unconscious_bias,agentic,rough,"['openness', 'commitment', 'focus', 'positive attitude', 'enthusiasm', 'authenticity', 'ability to communicate effectively(...)', 'at ease communicating boundaries and expectations(...)', 'ability to nurture and connect with customers(...)', 'willingness to see something through(...)', 'enthusiasm for working together toward a milestone(...)', 'desire to work toward a dream(...)', 'desire to realize a vision(...)', ""focus on one's purpose(...)""]",[],"['openness', 'commitment', 'focus', 'positive attitude', 'enthusiasm', 'authenticity', 'ability to communicate effectively(...)', 'at ease communicating boundaries and expectations(...)', 'ability to nurture and connect with customers(...)', 'willingness to see something through(...)', 'enthusiasm for working together toward a milestone(...)', 'desire to work toward a dream(...)', 'desire to realize a vision(...)', ""focus on one's purpose(...)""]",
athletic,a,unconscious_bias,agentic,competitive,"['healthy', 'energetic', 'adept', 'skillful', 'disciplined']",[],"['healthy', 'energetic', 'adept', 'skillful', 'disciplined']",
authoritative,a,unconscious_bias,agentic,hard_hearted,"['reliable', 'precise', 'accurate', 'persuasive', 'dependable', 'factual', 'trustworthy', 'respected', 'scholarly']",[],"['reliable', 'precise', 'accurate', 'persuasive', 'dependable', 'factual', 'trustworthy', 'respected', 'scholarly']",
autonomous,a,unconscious_bias,agentic,competitive,"['self-organized', 'self-managed', 'free of external control', 'free of influence', 'free to make informed and uncoerced decisions', 'impartial and unbiased', 'comfortable making their own decisions(...)', 'at ease taking the initiative(...)', 'curious to find their own answers(...)']",[],"['self-organized', 'self-managed', 'free of external control', 'free of influence', 'free to make informed and uncoerced decisions', 'impartial and unbiased', 'comfortable making their own decisions(...)', 'at ease taking the initiative(...)', 'curious to find their own answers(...)']",
autonomy,s,unconscious_bias,agentic,competitive,"['self-organization', 'self-management', 'impartial mindset', 'unbiased perspective', 'freedom from external control or influence(...)', 'capacity to make informed, uncoerced decisions(...)']",[],"['self-organization', 'self-management', 'impartial mindset', 'unbiased perspective', 'freedom from external control or influence(...)', 'capacity to make informed, uncoerced decisions(...)']",
boast,v,unconscious_bias,agentic,hard_hearted,"['exhibit', 'display', 'possess', 'feature', 'have', 'own', 'be proud of', 'take pride in']",[],"['exhibit', 'display', 'possess', 'feature', 'have', 'own', 'be proud of', 'take pride in']",
by themself,|s,unconscious_bias,agentic,competitive,"['setting their own priorities', 'based on their ideas', 'comfortable making decisions', 'on their own initiative']",[],"['setting their own priorities', 'based on their ideas', 'comfortable making decisions', 'on their own initiative']",
by yourself,|s,unconscious_bias,agentic,competitive,"['setting your priorities', 'based on your ideas', 'comfortable making decisions', 'on your own initiative']",[],"['setting your priorities', 'based on your ideas', 'comfortable making decisions', 'on your own initiative']",
challengeable,a,unconscious_bias,agentic,competitive,"['debatable', 'disputed', 'hypothetical', 'arguable']",[],"['debatable', 'disputed', 'hypothetical', 'arguable']",
challenging,a,unconscious_bias,agentic,competitive,"['demanding', 'questioning', 'complex', 'requiring full use of your resources', 'requiring thought and skill to solve']",[],"['demanding', 'questioning', 'complex', 'requiring full use of your resources', 'requiring thought and skill to solve']",
clever,a,unconscious_bias,agentic,agentic,"['creative', 'insightful', 'astute', 'skilled', 'skillful', 'resourceful', 'inventive', 'knowledgeable', 'competent', ""--- don't use for people""]","[""--- don't use for people""]","[""--- don't use for people"", 'creative', 'insightful', 'astute', 'skilled', 'skillful', 'resourceful', 'inventive', 'knowledgeable', 'competent']",
compete,v,unconscious_bias,agentic,competitive,"['engage', 'move forward', 'be invested(...)', 'want to make an effort(...)', 'feel inspired by people who work toward the same goals(...)']",[],"['engage', 'move forward', 'be invested(...)', 'want to make an effort(...)', 'feel inspired by people who work toward the same goals(...)']",
competitive,a,unconscious_bias,agentic,competitive,"['keen', 'entrepreneurial', ""--- don't use for people"", 'invested(...)', 'focused on outcomes(...)', 'inspired by people working toward the same goals(...)', 'a bargain(...)']","[""--- don't use for people""]","[""--- don't use for people"", 'keen', 'entrepreneurial', 'invested(...)', 'focused on outcomes(...)', 'inspired by people working toward the same goals(...)', 'a bargain(...)']",competitive market | competitive pricing | competitive analysis | competitive advantage | competitive cyclist | competitive intelligence | competitive landscape | competitive environment | competitive strategy | competitive person | motivated by competition | person who enjoys competing | competitive people | motivated by competition | people who enjoy competing
confidence,s,unconscious_bias,agentic,rough,"['spirit', 'self-trust', 'poise', 'trust in your abilities(...)', 'comfortable with who you are(...)']",[],"['spirit', 'self-trust', 'poise', 'trust in your abilities(...)', 'comfortable with who you are(...)']",
confident,a,unconscious_bias,agentic,rough,"['poised', 'optimistic', 'great at', 'comfortable with who you are', 'happy with their abilities(...)', 'trusting yourself(...)', ""believing in one's capabilities(...)"", 'delighted with your skills(...)', 'at ease with taking the initiative(...)']",[],"['poised', 'optimistic', 'great at', 'comfortable with who you are', 'happy with their abilities(...)', 'trusting yourself(...)', ""believing in one's capabilities(...)"", 'delighted with your skills(...)', 'at ease with taking the initiative(...)']",
conquer,v,unconscious_bias,agentic,competitive,"['win over', 'acquire', 'overcome', 'take over']",[],"['win over', 'acquire', 'overcome', 'take over']",
convince,v,unconscious_bias,agentic,rough,"['inspire', 'win over', 'make (...) see', 'gain (...) trust']",[],"['inspire', 'win over', 'make (...) see', 'gain (...) trust']",
courage,s,unconscious_bias,agentic,rough,"['curiosity', 'enthusiasm for trying new things', 'willingness to experiment', 'eye for opportunities', 'interest in exploring the unknown']",[],"['curiosity', 'enthusiasm for trying new things', 'willingness to experiment', 'eye for opportunities', 'interest in exploring the unknown']",
courageous,a,unconscious_bias,agentic,rough,"['curious', 'resourceful', 'great-hearted', 'willing to try new things(...)', 'open to opportunities(...)', 'not afraid to experiment(...)', 'interested in exploring the unknown(...)', 'undeterred by inconveniences(...)']",[],"['curious', 'resourceful', 'great-hearted', 'willing to try new things(...)', 'open to opportunities(...)', 'not afraid to experiment(...)', 'interested in exploring the unknown(...)', 'undeterred by inconveniences(...)']",
decide,v,unconscious_bias,agentic,rough,"['agree', 'choose', 'elect', 'opt', 'draw a conclusion(...)', 'come to an agreement(...)', ""make up one's mind(...)"", 'settle an issue(...)', 'make a choice(...)', 'work (...) out together', 'reach mutual consent(...)']",[],"['agree', 'choose', 'elect', 'opt', 'draw a conclusion(...)', 'come to an agreement(...)', ""make up one's mind(...)"", 'settle an issue(...)', 'make a choice(...)', 'work (...) out together', 'reach mutual consent(...)']",
decidedness,s,unconscious_bias,agentic,rough,"['purposefulness', 'certainty', 'steadfastness', 'patience', ""focus on one's purpose(...)"", 'willingness to set course(...)', 'ability to stick to your purpose(...)', 'ease seeing things through(...)']",[],"['purposefulness', 'certainty', 'steadfastness', 'patience', ""focus on one's purpose(...)"", 'willingness to set course(...)', 'ability to stick to your purpose(...)', 'ease seeing things through(...)']",
