Lemma,Word_Type,Category,Primary_subcategory,Secondary_subcategory,Sg_all_split,Pl_all_split,Alt_split
That was crazy,i,unconscious_bias,cognitive_perception,cognitive_perception,"['That was incredible', 'That was extra', 'That was intense', 'That was surreal', 'That was ... interesting.']",[],"['That was incredible', 'That was extra', 'That was intense', 'That was surreal', 'That was ... interesting.']"
That was insane,i,unconscious_bias,cognitive_perception,cognitive_perception,"['That was incredible', 'That was weird', 'That was out of control', 'That was unbelievable', 'That was an absolute adventure(...)']",[],"['That was incredible', 'That was weird', 'That was out of control', 'That was unbelievable', 'That was an absolute adventure(...)']"
That's crazy,i,unconscious_bias,cognitive_perception,cognitive_perception,"[""That's absurd"", ""That's incredible"", ""That's nonsense"", 'Whaaat?!', 'That defies...well, anything really.', ""That's...something.""]",[],"[""That's absurd"", ""That's incredible"", ""That's nonsense"", 'Whaaat?!', 'That defies...well, anything really.', ""That's...something.""]"
That's insane,i,unconscious_bias,cognitive_perception,cognitive_perception,"[""That's preposterous"", ""That's extra"", ""That's bizarre"", ""That's just scary"", ""That's...not something I would do.""]",[],"[""That's preposterous"", ""That's extra"", ""That's bizarre"", ""That's just scary"", ""That's...not something I would do.""]"
What are your symptoms?,i,unconscious_bias,medical_state,medical_state,['How does ((condition or disability)) manifest for you?'],[],['How does ((condition or disability)) manifest for you?']
a fit,i,unconscious_bias,medical_state,medical_state,"['an epileptic seizure', 'an epileptic episode', 'an outburst(...)', 'a melt-down(...)', 'a tantrum(...)']",[],"['an epileptic seizure', 'an epileptic episode', 'an outburst(...)', 'a melt-down(...)', 'a tantrum(...)']"
a good competition,i,unconscious_bias,agentic,agentic,"['rich opportunities to show what we can do', 'an opportunity to present ideas', 'an inspiring show of ideas and thoughts ']",[],"['rich opportunities to show what we can do', 'an opportunity to present ideas', 'an inspiring show of ideas and thoughts ']"
a little bit ghetto,i,unconscious_bias,classism,classism,"['improvised', 'authentic about their social heritage', 'not big on conformity', 'not code-switching', 'not acting white']",[],"['improvised', 'authentic about their social heritage', 'not big on conformity', 'not code-switching', 'not acting white']"
a little bit hood,i,unconscious_bias,racist_source,racist_source,"['improvised', 'authentic about their heritage', 'not big on conformity', 'not code-switching', 'not acting white']",[],"['improvised', 'authentic about their heritage', 'not big on conformity', 'not code-switching', 'not acting white']"
able bodied,a,unconscious_bias,ability,ability,"['without disability', 'typical']",[],"['without disability', 'typical']"
abusive relationship,a+s,unconscious_bias,medical_state,APA,['relationship with a person who is abusive'],[],['relationship with a person who is abusive']
addicted baby,s,unconscious_bias,medical_state,medical_state,"['baby born to a parent who used drugs while pregnant(...)', 'infant with signs of withdrawal from prenatal drug exposure(...)', 'newborn exposed to substances(...)', 'baby with neonatal abstinence syndrome(...)']",[],"['baby born to a parent who used drugs while pregnant(...)', 'infant with signs of withdrawal from prenatal drug exposure(...)', 'newborn exposed to substances(...)', 'baby with neonatal abstinence syndrome(...)']"
afflicted with,a,unconscious_bias,ability,ability,['living with'],[],['living with']
aging dependant,a+s,unconscious_bias,age_old,APA,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']"
aging dependants,a+s,unconscious_bias,age_old,APA,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
aging dependent,a+s,unconscious_bias,age_old,APA,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']"
aging dependents,a+s,unconscious_bias,age_old,APA,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
around the horn,i,unconscious_bias,sports_terms,sports_terms,['go from person to person'],[],['go from person to person']
at the front line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
at the front-line,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
at the frontline,i,unconscious_bias,military_source,military_source,"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']",[],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
baby boomer,s,unconscious_bias,age_old,age_old,"['older person', 'adult', 'someone born between 1946 and 1965', 'older people', 'adults', 'people born between 1946 and 1965']","['older people', 'adults', 'people born between 1946 and 1965']","['older person', 'adult', 'someone born between 1946 and 1965', 'older people', 'adults', 'people born between 1946 and 1965']"
ballpark estimate,i,unconscious_bias,sports_terms,sports_terms,"['rough estimate', 'proximal guess']",[],"['rough estimate', 'proximal guess']"
batter up,i,unconscious_bias,sports_terms,sports_terms,['step up and take action'],[],['step up and take action']
be special needs,v+a+s,unconscious_bias,ability,ability,"['live with a disability', 'have access needs', 'require additional services', 'need specialised support', 'provide specialised assistance']",[],"['live with a disability', 'have access needs', 'require additional services', 'need specialised support', 'provide specialised assistance']"
belong on the short bus,i,unconscious_bias,medical_state,medical_state,"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']",[],"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']"
belong on the short-bus,i,unconscious_bias,medical_state,medical_state,"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']",[],"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']"
belong on the shortbus,i,unconscious_bias,medical_state,medical_state,"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']",[],"['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']"
best shot,s,unconscious_bias,sports_terms,sports_terms,['best effort'],[],['best effort']
birth defect,s,unconscious_bias,medical_state,medical_state,"['born with a congenital disability', 'birth anomaly', 'born with congenital disabilities', 'birth anomalies']","['born with congenital disabilities', 'birth anomalies']","['born with a congenital disability', 'birth anomaly', 'born with congenital disabilities', 'birth anomalies']"
black day,a+s,unconscious_bias,racist_source,racist_source,"['blocked day', 'blocked days']",['blocked days'],"['blocked day', 'blocked days']"
black hat,s,unconscious_bias,racist_source,racist_source,"['unethical hacker', 'unethical entity', 'player without ethics', 'unethical hackers', 'unethical entities', 'players without ethics', 'someone who acts with malicious intent(...)']","['unethical hackers', 'unethical entities', 'players without ethics', 'hackers who act with malicious intent(...)']","['unethical hacker', 'unethical entity', 'player without ethics', 'someone who acts with malicious intent(...)', 'unethical hackers', 'unethical entities', 'players without ethics']"
black list,s,unconscious_bias,racist_source,cultural,"['deny list', 'block list', 'exclude list', 'avoid list', 'deny lists', 'block lists', 'exclude lists', 'avoid lists']","['deny lists', 'block lists', 'exclude lists', 'avoid lists']","['deny list', 'block list', 'exclude list', 'avoid list', 'deny lists', 'block lists', 'exclude lists', 'avoid lists']"
black mark,s,unconscious_bias,racist_source,cultural,"['indication of failure', 'indication of censure', 'indications of failure', 'indications of censure', 'something someone has done that spoils their reputation(...)', 'something that makes a person lose face(...)']","['indications of failure', 'indications of censure', 'things people have done that spoil their reputations(...)', 'something that makes people lose face(...)']","['indication of failure', 'indication of censure', 'something someone has done that spoils their reputation(...)', 'something that makes a person lose face(...)', 'indications of failure', 'indications of censure']"
black sheep,a+s,unconscious_bias,racist_source,cultural,"['person excluded from society(...)', 'someone who spends their time doing nothing in particular(...)', 'person who breaks rules(...)', 'wild and reckless person(...)', 'person who does not behave as expected(...)', 'homeless person(...)']","['people excluded from society(...)', 'people who spend their time doing nothing in particular(...)', 'people who break rules(...)', 'wild and reckless people(...)', 'people who do not behave as expected(...)', 'homeless people(...)']","['person excluded from society(...)', 'someone who spends their time doing nothing in particular(...)', 'person who breaks rules(...)', 'wild and reckless person(...)', 'person who does not behave as expected(...)', 'homeless person(...)']"
blind as a bat,i,unconscious_bias,vision,cultural,"['Blind', 'with a poor sense of vision', ""unable to see things clearly unless they are close to one's eyes"", 'near-sighted', 'short-sighted', 'with a visual impairment']",[],"['with a poor sense of vision', ""unable to see things clearly unless they are close to one's eyes"", 'near-sighted', 'short-sighted', 'with a visual impairment', 'Blind']"
blind leading the blind,i,unconscious_bias,vision,cultural,"['--- only as a Bible quote', 'unqualified person attempting to advise others(...)', 'someone unqualified trying to guide others(...)', 'untrained person trying to train others(...)']",['--- only as a Bible quote'],"['--- only as a Bible quote', 'unqualified person attempting to advise others(...)', 'someone unqualified trying to guide others(...)', 'untrained person trying to train others(...)']"
blind sided,a,unconscious_bias,vision,cultural,"['awestruck', 'astounded', 'bewildered', 'confused', 'hit unexpectedly', 'caught unaware', 'blown away']",[],"['awestruck', 'astounded', 'bewildered', 'confused', 'hit unexpectedly', 'caught unaware', 'blown away']"
blind spot,a+s,unconscious_bias,vision,cultural,"['gap in understanding', 'unconscious bias', ""mote in one's eye"", 'shortcoming', 'weakness', 'gaps in understanding', 'unconscious biases', 'motes in their eye', 'shortcomings', 'weaknesss']","['gaps in understanding', 'unconscious biases', 'motes in their eye', 'shortcomings', 'weaknesss']","['gap in understanding', 'unconscious bias', ""mote in one's eye"", 'shortcoming', 'weakness', 'gaps in understanding', 'unconscious biases', 'motes in their eye', 'shortcomings', 'weaknesss']"
blind to,a,unconscious_bias,vision,cultural,"['deliberately ignoring', 'feigning ignorance about', 'ignorant of (...)', ""turning one's back on(...)"", 'overcome by prejudice(...)']",[],"['deliberately ignoring', 'feigning ignorance about', 'ignorant of (...)', ""turning one's back on(...)"", 'overcome by prejudice(...)']"
blinded by,a,unconscious_bias,vision,cultural,"['overcome by', 'obsessed with', 'influenced by (...) in a way it colours actions and perceptions']",[],"['overcome by', 'obsessed with', 'influenced by (...) in a way it colours actions and perceptions']"
blocking and tackling,i,unconscious_bias,sports_terms,sports_terms,"['paying attention to the small details and fundamentals', 'focus and execution', 'knowing and doing what it takes', 'knowing when to stop and when to move forward']",[],"['paying attention to the small details and fundamentals', 'focus and execution', 'knowing and doing what it takes', 'knowing when to stop and when to move forward']"
both genders,s,unconscious_bias,gender_identity,gender_identity,['all genders'],[],['all genders']
bound to a wheelchair,a+s,unconscious_bias,mobility,mobility,"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']",[],"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']"
boys and girls,i,unconscious_bias,gender_identity,gender_identity,"['children', 'kids', 'they']",[],"['children', 'kids', 'they']"
brain damage,s,unconscious_bias,medical_state,APA,"['neurotrauma', 'severe brain trauma', 'head injury', 'traumatic brain injury', 'neurotraumas', 'severe brain traumas', 'head injuries', 'traumatic brain injuries']","['neurotraumas', 'severe brain traumas', 'head injuries', 'traumatic brain injuries']","['neurotrauma', 'severe brain trauma', 'head injury', 'traumatic brain injury', 'neurotraumas', 'severe brain traumas', 'head injuries', 'traumatic brain injuries']"
brain damaged,a,unconscious_bias,medical_state,medical_state,"['has neurotrauma', 'has severe brain trauma', 'has a head injury', 'person with a traumatic brain injury(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']",[],"['has neurotrauma', 'has severe brain trauma', 'has a head injury', 'person with a traumatic brain injury(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']"
brother and sister,i,unconscious_bias,gender_identity,gender_identity,['siblings'],[],['siblings']
brothers and sisters,i,unconscious_bias,gender_identity,gender_identity,['siblings'],[],['siblings']
brown bag,s,unconscious_bias,racist_source,racist_source,"['lunch and learn', 'tech talk', 'lunch and learn get-together', 'tech talks']","['lunch and learn get-together', 'tech talks']","['lunch and learn', 'tech talk', 'lunch and learn get-together', 'tech talks']"
burn victim,s,unconscious_bias,medical_state,medical_state,"['burn survivor', 'burn survivors', 'person with significant scarring from burns(...)']","['burn survivors', 'people with significant scarring from burns(...)']","['burn survivor', 'person with significant scarring from burns(...)', 'burn survivors']"
buzzer beater,s,unconscious_bias,sports_terms,sports_terms,['meeting the target at the very last moment'],[],['meeting the target at the very last moment']
by themself,a,unconscious_bias,agentic,competitive,"['setting their own priorities', 'based on their ideas', 'comfortable making decisions', 'on their own initiative']",[],"['setting their own priorities', 'based on their ideas', 'comfortable making decisions', 'on their own initiative']"
by yourself,a,unconscious_bias,agentic,competitive,"['setting your priorities', 'based on your ideas', 'comfortable making decisions', 'on your own initiative']",[],"['setting your priorities', 'based on your ideas', 'comfortable making decisions', 'on your own initiative']"
cake walk,s,unconscious_bias,racist_source,racist_source,"['an easy task', 'a dance (as part of a contest)', 'a paved public walk']",[],"['an easy task', 'a dance (as part of a contest)', 'a paved public walk']"
catch flak,v+s,unconscious_bias,military_source,military_source,"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']",[],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
coloured people,s,unconscious_bias,racist_source,racist_source,"['People of Colour', 'Black', 'Indigenous', 'Black, Indigenous, People of Colour (BIPOC)']",[],"['People of Colour', 'Black', 'Indigenous', 'Black, Indigenous, People of Colour (BIPOC)']"
commit suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['die by suicide'],[],['die by suicide']
committed suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['died by suicide'],[],['died by suicide']
complete suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['die by suicide'],[],['die by suicide']
completed suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['died by suicide'],[],['died by suicide']
confined to a wheelchair,a+s,unconscious_bias,mobility,mobility,"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']",[],"['using a wheelchair', 'wheelchair-user', 'in a wheelchair', 'began using a wheelchair', 'is a full-time wheelchair-user']"
cross the goal line,i,unconscious_bias,sports_terms,sports_terms,['finish your objective to the end'],[],['finish your objective to the end']
deaf and blind,-i,unconscious_bias,hearing,APA,['Deaf-Blind'],[],['Deaf-Blind']
deaf blind,-a,unconscious_bias,hearing,hearing,['Deaf-Blind'],[],['Deaf-Blind']
deaf mute,a,unconscious_bias,hearing,hearing,"['Deaf', 'signing Deaf', 'non-speaking', 'ASL speaking', 'signing', 'non-speaking person with deafness(...)']",[],"['non-speaking', 'ASL speaking', 'signing', 'Deaf', 'signing Deaf', 'non-speaking person with deafness(...)']"
deaf to,a,unconscious_bias,hearing,hearing,"['wilfully ignorant', 'deliberately ignoring']",[],"['wilfully ignorant', 'deliberately ignoring']"
developing countries,a+s,unconscious_bias,migration,imperialist,"['countries of global majority', 'global majority']",[],"['countries of global majority', 'global majority']"
developing country,a+s,unconscious_bias,migration,imperialist,['country of the global majority'],[],['country of the global majority']
developing world,a+s,unconscious_bias,migration,imperialist,['global majority'],[],['global majority']
different abilities,a+s,unconscious_bias,ability,ability,"['disabilities', 'neurodiversity', 'differences', 'ability status']",[],"['disabilities', 'neurodiversity', 'differences', 'ability status']"
differently abled,adv+a,unconscious_bias,ability,ability,"['atypical', 'neurodiverse', 'person with a disability(...)', 'has a disability(...)', 'of a different ability status(...)']",[],"['atypical', 'neurodiverse', 'person with a disability(...)', 'has a disability(...)', 'of a different ability status(...)']"
dim witted,a,unconscious_bias,cognitive_ability,cognitive_ability,"['person with mental impairment(...)', 'person with psychiatric disabilities(...)', 'person with intellectual disability(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']","['dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', ' uninformed(...)', 'silly(...)', 'foolish(...)']","['person with mental impairment(...)', 'person with psychiatric disabilities(...)', 'person with intellectual disability(...)', 'dense(...)', 'ignorant(...)', 'lacking understanding(...)', 'impulsive(...)', 'reckless(...)', 'uninformed(...)', 'silly(...)', 'foolish(...)']"
disability adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disability free life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disability-adjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disability-free life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disabilityadjusted life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
disabilityfree life years,s,unconscious_bias,ability,ability,"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']",['-'],"['-', 'metric that confuses quality of life with health --- avoid if possible(...)']"
double blind review,a+s,unconscious_bias,vision,cultural,"['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']"
double-blind review,a+s,unconscious_bias,vision,cultural,"['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']"
doubleblind review,a+s,unconscious_bias,vision,cultural,"['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']","['anonymous review', 'identity-hidden review', 'double-anonymous review', 'anonymous reviews', 'identity-hidden reviews', 'double-anonymous reviews']"
down to the wire,i,unconscious_bias,sports_terms,sports_terms,"['right up to the deadline', 'to the very end', 'until the last possible second', 'undecided until the very last moment']",[],"['right up to the deadline', 'to the very end', 'until the last possible second', 'undecided until the very last moment']"
dried up,a,unconscious_bias,age_old,age_old,['older'],[],['older']
drink problem,s,unconscious_bias,medical_state,medical_state,"['alcohol use disorder', 'alcohol use disorder (AUD)']",[],"['alcohol use disorder', 'alcohol use disorder (AUD)']"
drink problems,s,unconscious_bias,medical_state,medical_state,"['alcohol use disorder', 'alcohol use disorder (AUD)']",[],"['alcohol use disorder', 'alcohol use disorder (AUD)']"
drinking problem,a+s,unconscious_bias,medical_state,medical_state,"['alcohol use disorder', 'alcohol use disorder (AUD)']",[],"['alcohol use disorder', 'alcohol use disorder (AUD)']"
drop the ball,i,unconscious_bias,sports_terms,sports_terms,"['make a mistake', 'miss their chance', 'mishandle things', 'hesitate too long', 'fail to make the most of an opportunity']",[],"['make a mistake', 'miss their chance', 'mishandle things', 'hesitate too long', 'fail to make the most of an opportunity']"
drug abuser,s,unconscious_bias,medical_state,medical_state,"['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']","['people with a substance use disorder(...)', 'people with an opioid use disorder (OUD)(...)', 'people with opioid addiction(...)']","['person with a substance use disorder(...)', 'Person with an opioid use disorder (OUD)(...)', 'person with opioid addiction(...)']"
drug habit,s,unconscious_bias,medical_state,medical_state,"['substance use disorder', 'substance use disorder (SUD)']",[],"['substance use disorder', 'substance use disorder (SUD)']"
drug problem,s,unconscious_bias,medical_state,medical_state,"['substance use disorder', 'substance use disorder (SUD)']",[],"['substance use disorder', 'substance use disorder (SUD)']"
dummy variable,s,unconscious_bias,ability,ability,"['placeholder', 'placeholders']",['placeholders'],"['placeholder', 'placeholders']"
elderly people,a+s,unconscious_bias,age_old,APA,"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']",[],"['older adults(...)', 'older people(...)', 'persons 65 years and older(...)', 'the older population(...)']"
elderly person,a+s,unconscious_bias,age_old,APA,"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']",[],"['older adult(...)', 'older person(...)', 'someone 65 years and older(...)']"
entry level,a,unconscious_bias,age_young,age_young,"['no work experience required', 'with some initial work experience', 'offering opportunities to learn and grow', 'career starting point']",[],"['no work experience required', 'with some initial work experience', 'offering opportunities to learn and grow', 'career starting point']"
epidemic of suicides,i,unconscious_bias,mental_wellbeing,mental_wellbeing,['rise in suicides'],[],['rise in suicides']
ex offender,s,unconscious_bias,classism,classism,"['formerly incarcerated person', 'returning citizen', 'parolee', 'formerly incarcerated people', 'returning citizens', 'parolees']","['formerly incarcerated people', 'returning citizens', 'parolees']","['formerly incarcerated person', 'returning citizen', 'parolee', 'formerly incarcerated people', 'returning citizens', 'parolees']"
eye on the ball,i,unconscious_bias,sports_terms,sports_terms,"['maintain focus', 'stay focused', 'concentrate on your objective']",[],"['maintain focus', 'stay focused', 'concentrate on your objective']"
eye opener,s,unconscious_bias,vision,cultural,"['utterly shocking', 'real surprise', 'utterly shocking news', 'real surprises', 'startling situation(...)', 'revelation(...)']","['utterly shocking news', 'real surprises', 'startling situations(...)', 'revelations(...)']","['utterly shocking', 'real surprise', 'startling situation(...)', 'revelation(...)', 'utterly shocking news', 'real surprises']"
fail a drug test,v+s,unconscious_bias,medical_state,medical_state,['test positive --- on a toxicology screen'],[],['test positive --- on a toxicology screen']
fail the drug rest,v+s,unconscious_bias,medical_state,medical_state,['test positive --- on a toxicology screen'],[],['test positive --- on a toxicology screen']
failed suicide,i,unconscious_bias,mental_wellbeing,mental_wellbeing,"['suicide attempt', 'attempted suicide']",[],"['suicide attempt', 'attempted suicide']"
failing a drug test,s,unconscious_bias,medical_state,medical_state,['testing positive --- on a toxicology screen'],[],['testing positive --- on a toxicology screen']
failing the drug test,s,unconscious_bias,medical_state,medical_state,['testing positive --- on a toxicology  screen'],[],['testing positive --- on a toxicology  screen']
fall on deaf ears,i,unconscious_bias,hearing,hearing,"['be ignored', 'be discarded', 'go unconsidered', 'go unacknowledged', 'go unheeded']",[],"['be ignored', 'be discarded', 'go unconsidered', 'go unacknowledged', 'go unheeded']"
father tongue,s,unconscious_bias,migration,migration,"['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']","['languages', 'first languages', 'active languages']","['language', 'first language', 'active language', 'family language', 'languages', 'first languages', 'active languages']"
feeble minded,a,unconscious_bias,cognitive_ability,cognitive_ability,"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']",[],"['have a cognitive disability', 'living with a learning disability', 'have an intellectual disability']"
female judge,a+s,unconscious_bias,gender_identity,gender_identity,"['judge', 'they', 'judges']",['judges'],"['judge', 'they', 'judges']"
female physician,a+s,unconscious_bias,gender_identity,gender_identity,"['physician', 'they', 'physicians']",['physicians'],"['physician', 'they', 'physicians']"
final solution,s,unconscious_bias,holocaust,holocaust,"['solution', 'complete solution', 'approved solution', 'implemented solution']",[],"['solution', 'complete solution', 'approved solution', 'implemented solution']"
first class citizen,i,unconscious_bias,classism,classism,"['core feature --- in programming', 'built-in --- in programming', 'citizen', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'core feature --- in programming', 'built-in --- in programming', 'citizen']"
first class citizenship,i,unconscious_bias,classism,classism,"['citizenship', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'citizenship']"
first name,a+s,unconscious_bias,culture,culture,"['given name', 'given names']",['given names'],"['given name', 'given names']"
first-class citizen,i,unconscious_bias,classism,classism,"['core feature --- in programming', 'built-in --- in programming', 'citizen', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'core feature --- in programming', 'built-in --- in programming', 'citizen']"
first-class citizenship,i,unconscious_bias,classism,classism,"['citizenship', '--- use only in programming']",['--- use only in programming'],"['--- use only in programming', 'citizenship']"
