Lemma,Word_Type,Category,Primary_subcategory,Alt_split
Alphatyp,s,style,exaggerating,"['Person, die ihr Team inspiriert(...)', 'Mensch mit Freude an Verantwortung(...)', 'Person, die ihrem Team mit Rat und Tat zur Seite steht(...)', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt(...)', 'Leute, die ihre Teams inspirieren(...)', 'Menschen mit Freude an Verantwortung(...)', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen(...)', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken(...)']"
Alphaweibchen,s,style,exaggerating,"['Person, die ihr Team inspiriert(...)', 'Mensch mit Freude an Verantwortung(...)', 'Person, die ihrem Team mit Rat und Tat zur Seite steht(...)', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt(...)', 'Leute, die ihre Teams inspirieren(...)', 'Menschen mit Freude an Verantwortung(...)', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen(...)', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken(...)']"
Arbeitskraft,s,style,hollow,"['--- nicht auf Menschen beziehen', 'Personal', 'Mitarbeiter~in~/~Mitarbeiter', 'menschliche Kraft zu geistiger/körperlicher Arbeit(...)', 'Personal', 'Mitarbeitende', 'Mitarbeiter~innen~ und ~Mitarbeiter']"
Aufsteiger,s,style,exaggerating,"['Aufsteiger~in~/~Aufsteiger', 'aufmerksame Person, die mit neu gewonnenem Wissen weiterkommt(...)', 'Person, die aus Erfahrungen lernt(...)', 'Person, die Spaß an neuen Aufgaben hat(...)', 'Aufsteiger~innen~ und ~Aufsteiger', 'aufmerksame Menschen, die neu gewonnenes Wissen nutzen und weiterkommen(...)', 'Leute, die aus Erfahrungen lernen(...)', 'Leute, die Spaß an neuen Aufgaben haben(...)']"
Boomer,s,style,hollow,"['älterer Mensch', 'jemand, der zwischen 1946 und 1964 geboren wurde', 'jemand, dessen Ansichten veraltet wirken(...)', 'jemand, der ungefragt aus seinem Leben erzählt(...)', 'ältere Menschen', 'Erwachsene', 'Leute, die zwischen 1946 und 1964 geboren wurden', 'Leute, deren Ansichten veraltet wirken(...)', 'Menschen, die ungefragt aus ihrem Leben erzählen(...)']"
Brand,s,style,anglicism,"['Marke', 'Warenzeichen', 'Markenbezeichnung']"
Briefing,s,style,anglicism,"['Pressekonferenz', 'kurze Besprechung', 'Anweisung', 'kurze Zusamenfassung', 'Einweisung ']"
Bullet-point,s,style,anglicism,"['Aufzählungspunkt', 'Aufzählungspunkte']"
Bulletpoint,s,style,anglicism,"['Aufzählungspunkt', 'Aufzählungspunkte']"
Buyer,s,style,anglicism,"['Einkauf', 'Einkäufer~in~/~Einkäufer']"
C-Level,s,style,anglicism,"['Führungsetage', 'obere Management']"
CV,s,style,anglicism,['Lebenslauf']
Call,s,style,anglicism,"['Telefonat', 'Video-Termin', 'Meeting', 'virtuelle Meeting', 'Bereitschaft', 'Telefonate', 'Meeting', 'Video-Termine', 'virtuelle Meetings']"
Canceln,s,style,anglicism,['Stornieren']
Case,s,style,anglicism,"['Fallstudie', 'Projekt', 'Fall', 'Auftrag']"
Certificate,s,style,anglicism,"['Zeugnis', 'Zertifikat']"
Charts,s,style,anglicism,['Hitliste']
Clevel,s,style,anglicism,"['Führungsetage', 'obere Management']"
Cover-your-ass-Klausel,s,style,anglicism,['Haftungsausschluss-Klausel']
Crash,s,style,anglicism,['Absturz']
Deadline,s,style,anglicism,['Abgabetermin']
Debriefing,s,style,anglicism,"['Nachbesprechung', 'Schlussbesprechung']"
Deck,s,style,anglicism,"['Präsentation', 'Präsentationen']"
Draft,s,style,anglicism,"['Entwurf', 'Konzept', 'Zeichnung', 'Skizze', 'Vorlage']"
Erfolg,s,style,exaggerating,"['Gelingen', 'gemeinsam erreichtes Ziel', 'gutes Ergebnis', 'positive Überraschung', 'Lohn für Engagement', 'Umsetzung', 'gutes Resultat']"
Erfolgsbilanz,s,style,exaggerating,"['positive Bilanz', 'erfreuliches Fazit', 'Überblick über gute Ergebnisse', 'erreichte Meilensteine']"
Erfolgserlebnis,s,style,exaggerating,"['Freude über die kompetente Umsetzung gemeinsamer Ziele', 'Auftrieb durch das Erreichen von Meilensteinen', 'Motivation durch gute Ergebnisse']"
Erfolgsfaktor,s,style,exaggerating,"['Faktor im Erreichen gemeinsamer Ziele', 'Schlüssel zum guten Ergebnis', 'Anziehungskraft steigernder Aspekt', 'Erhöhung der Zugkraft', 'Beitrag zum guten Gelingen']"
Erfolgsgeschichte,s,style,exaggerating,"['gelungenes Beispiel', 'Geschichte, wie wir gemeinsame Ziele erreichen', 'Beweis für den positiven Verlauf', 'Geschichte der positiven Entwicklung', 'Bericht über die positive Unternehmung', 'Beispiel, das zeigt, wie uns das gelungen ist']"
Erfolgsquote,s,style,exaggerating,"['positiver Beitrag zum Gesamtergebnis', 'Anteil am Erreichen gemeinsamer Ziele', 'Mitwirkung am positiven Verlauf', 'Beitrag zum gemeinsamen guten Gelingen']"
Establishment,s,style,exaggerating,"['bessere Gesellschaft', 'bessere Kreise', 'gut situierte Kreise', 'soziale Oberschicht', 'in Kaderkreisen']"
Event,s,style,anglicism,['Veranstaltung']
Exzellenz,s,style,exaggerating,"['Qualität', 'sich kontinuierlich Ziele setzen und erreichen', 'Qualitätsbewusstsein', 'mit besonderer Güte']"
Eyecatcher,s,style,anglicism,['Blickfang']
Fake,s,style,anglicism,['Fälschung']
Flexibilität,s,style,hollow,"['Anpassungsfähigkeit', 'Aufgeschlossenheit gegenüber Wandel', 'Bereitschaft für Veränderung', 'Mobilität', 'Fähigkeit, sich schnell auf Neues umzustellen']"
Flyer,s,style,anglicism,['Flugblatt']
Gatekeeper,s,style,anglicism,"['Pforte', 'Empfang', 'Türhüter~in~/~Türhüter', 'Pförtner~in~/~Pförtner']"
Geek,s,style,exaggerating,"['Mensch, der sich gern mit Technologie beschäftigt(...)', 'Mensch, der Spaß an Computern hat(...)', 'Mensch, der unseren Enthusiasmus für neue Medien teilt(...)', 'Mensch, der sich für ein Thema begeistert(...)', 'Mensch, der für ein Thema brennt(...)']"
Gewinn,s,style,exaggerating,"['Bereicherung', 'Nutzen', 'Vorteil', 'positiver Ertrag', 'Nutzeffekt', 'Benefit', 'Vorzug']"
Gewinner,s,style,exaggerating,"['Gewinner~in~/~Gewinner', 'Mensch, der nicht locker lässt(...)', 'Person, die sich vom Ziel nicht abbringen lässt(...)', 'Gewinner~innen~ und ~Gewinner', 'Menschen, die nicht locker lassen(...)', 'alle, die sich nicht von ihrem Ziel ablenken lassen(...)']"
Go-getter,s,style,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'jemand, der unternehmerisch denkt(...)', 'jemand, der mit Elan auf Ziele hinarbeitet(...)', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken(...)', 'Menschen, die mit Elan auf Ziele hinarbeiten(...)']"
Goal-getter,s,style,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht(...)', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen(...)', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen(...)', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen(...)']"
Goalgetter,s,style,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht(...)', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen(...)', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen(...)', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen(...)']"
Gogetter,s,style,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'jemand, der unternehmerisch denkt(...)', 'jemand, der mit Elan auf Ziele hinarbeitet(...)', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken(...)', 'Menschen, die mit Elan auf Ziele hinarbeiten(...)']"
Goodwill,s,style,anglicism,['guter Ruf']
Gott,s,style,exaggerating,"['Gött~in~/~Gott', 'Mensch, der dank großer Erfahrung den Überblick behält(...)', 'jemand, der vor Komplexität keine Angst hat(...)', 'Mensch, der seine Aufgaben zuverlässig und gelassen im Griff hat(...)', 'Gött~innen~ und ~Götter', 'Menschen, die dank großer Erfahrung den Überblick behalten(...)', 'Leute, die vor Komplexität keine Angst haben(...)', 'Personen, die ihre Aufgaben zuverlässig und gelassen im Griff haben(...)']"
Hacker,s,style,exaggerating,"['Hacker~in~/~Hacker', 'Mensch, der Lösungen kreativ mit Technologie angeht(...)', 'Person, die kostengünstige Alternativen findet und kreativ umsetzt(...)', 'jemand, der bei Komplexität das Ziel nicht aus den Augen verliert(...)', 'Person, die Aufgaben zuverlässig im Griff hat(...)', 'Hacker~innen~ und ~Hacker', 'Menschen, die Lösungen kreativ mit Technologie angehen(...)', 'Fachleute, die kostengünstige Alternativen finden und kreativ umsetzen(...)', 'Personen, die bei Komplexität das Ziel nicht aus den Augen verlieren(...)', 'Personen, die Aufgaben zuverlässig im Griff haben(...)']"
Hardliner,s,style,exaggerating,"['Verfechter~in~/~Verfechter', 'jemand, der ungern Kompromisse eingeht(...)', 'Mensch, der für seine Ziele eintritt(...)', 'Verfechter~innen~ und ~Verfechter']"
Held,s,style,exaggerating,"['loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsfreudige und engagierte Personen', 'Held~in~/~Held', 'Person, die die Initiative ergreift(...)', 'Person, die sich für gemeinsame Ziele einsetzt(...)', 'Person, die mit Umsicht auf die Bedürfnisse des Teams eingeht(...)', 'Person, die komplexe Aufgaben ruhig und gelassen angeht(...)', 'loyaler Mensch(...)', 'resiliente Persönlichkeit(...)', 'umsetzungsfreudiger Mensch(...)', 'loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Held~innen~ und ~Helden', 'Personen, die die Initiative ergreifen(...)', 'Personen, die sich für gemeinsame Ziele einsetzen(...)', 'Personen, die mit Umsicht auf die Bedürfnisse des Teams eingehen(...)', 'Menschen, die komplexe Aufgaben ruhig und gelassen angehen(...)']"
High-potential,s,style,anglicism,"['vielversprechende~r Bewerber~in~/~Bewerber', 'Person mit hohem Potenzial(...)', 'vielversprechende Bewerber~innen~/~Bewerber', 'Personen mit hohem Potenzial(...)']"
Highlight,s,style,anglicism,"['Höhepunkt', 'Glanzpunkt']"
Highpotential,s,style,anglicism,"['vielversprechende~r Bewerber~in~/~Bewerber', 'Person mit hohem Potenzial(...)', 'vielversprechende Bewerber~innen~/~Bewerber', 'Personen mit hohem Potenzial(...)']"
Höchstleistung,s,style,exaggerating,"['Meilenstein', 'Teamziel', 'zuverlässiges Ergebnis', 'Sternstunde', 'Resultat, das das Vertrauen unserer Kundschaft in uns bestätigt', 'Leistung, zu der alle gemeinsam beigetragen haben(...)', 'gemeinsame Leistung, die neue Maßstäbe gesetzt hat |(...)', 'Meilensteine', 'Teamziele', 'zuverlässige Ergebnisse', 'Sternstunden', 'Resultate, die das Vertrauen unserer Kundschaft in uns bestätigen', 'gemeinsame Leistungen, die neue Maßstäbe gesetzt haben']"
Inner-Circle,s,style,anglicism,"['innere Kreis', 'kleine Kreis', 'engere Kreis']"
Innercircle,s,style,anglicism,"['innere Kreis', 'kleine Kreis', 'engere Kreis']"
Innovation,s,style,hollow,"['Neugestaltung', 'Erfindung', 'technischer Fortschritt', 'Neuerung', 'Neuschöpfung', 'Neuentwicklung']"
Innovationskraft,s,style,hollow,"['Erfindungsreichtum', 'Kreativität', 'Fähigkeit, Ideen in Lösungen umzusetzen', 'Umsetzungskraft']"
Insights,s,style,anglicism,"['Erkenntnisse', 'Einblicke', 'Einsichten']"
Internship,s,style,anglicism,['Praktikum']
Kamikaze,s,style,exaggerating,"['Person, die sich für gemeinsame Ziele engagiert(...)', 'fokussierter und resilienter Mensch(...)', 'jemand, der mit Energie ein Ziel verfolgt(...)', 'jemand, der für (...) einsteht']"
Karrierechance,s,style,hollow,"['gute Aufstiegsmöglichkeit', 'Maßnahmen zur Karriereförderung', 'Mentoring und Coaching für neue Rollen']"
Karrierefrau,s,style,exaggerating,"['engagierter Mensch', 'Person, die neu erworbenes Wissen kompetent einsetzt und weiterkommt(...)', 'Person, die sich kontinuierlich Ziele setzt und sie erreicht(...)']"
Kämpfer,s,style,exaggerating,"['Mensch, der mit Disziplin auf ein Ziel hinarbeitet(...)', 'jemand, der für (...) einsteht', 'tatkräftiger Mensch(...)', 'jemand, der Aufgaben mit Elan anpackt(...)']"
Kämpfernatur,s,style,exaggerating,"['Geradlinigkeit', 'Standhaftigkeit', 'Seelenstärke', 'tatkräftige Person', 'resilienter Mensch', 'Person, die Aufgaben mit Stetigkeit und Elan angeht(...)', 'Person, die mit Energie ans Werk geht(...)', 'Person, die sich voll innerer Energie für (...) einsetzt', 'Mensch, der Aufgaben beherzt anpackt(...)', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen(...)', 'jemand, der für (...) einsteht']"
Könner,s,style,exaggerating,"['Fachkraft', 'Könner~in~/~Könner', 'jemand, der erfahren und fachkundig ist(...)', 'Person, die ihre Kompetenzen routiniert einsetzt(...)']"
Learnings,s,style,anglicism,"['Erkenntnisse', 'Einblicke', 'Einsichten', 'Lernprozesse']"
Legal,s,style,anglicism,['Rechtsabteilung']
Listening-mode,s,style,anglicism,['Zuhör-Modus']
Listeningmode,s,style,anglicism,['Zuhör-Modus']
Look,s,style,anglicism,['Aussehen']
Low-Interest-Product,s,style,anglicism,['Klein- und Bequemlichkeitsbedarf']
Lowlight,s,style,anglicism,"['Tiefpunkt', 'Schatten in der Licht-und-Schatten-Betrachtung(...)']"
Marktführer,s,style,exaggerating,"['Marktführer~in~/~Marktführer', 'Unternehmen, das im Markt Maßstäbe setzt(...)', 'Unternehmen mit überwiegender Marktpräsenz(...)', 'in der Branche richtungweisendes Unternehmen(...)', 'im Markt wegweisendes Unternehmen(...)', 'Marktführer~innen~ und ~Marktführer', 'Unternehmen, die im Markt Maßstäbe setzen(...)', 'Unternehmen mit überwiegender Marktpräsenz(...)', 'in der Branche richtungweisende Unternehmen(...)', 'im Markt wegweisende Unternehmen(...)']"
Meeting,s,style,anglicism,['Besprechung']
Message-Marketing,s,style,anglicism,['Kommunikationsmarketing']
Messagemarketing,s,style,anglicism,['Kommunikationsmarketing']
Muskel,s,style,exaggerating,"['Tatmensch', 'Person, die Aufgaben mit Elan angeht(...)', 'Person, die mit Energie ans Werk geht(...)', 'Person, die sich voll (...) einsetzt', 'Mensch, der Aufgaben beherzt anpackt(...)']"
Must-have,s,style,exaggerating,"['nützliches Merkmal', 'hilfreiche Fähigkeit', 'Kompetenz, die wichtig ist, um (...)', 'Erfahrung, die (...) ermöglicht', 'Kenntnis, die (...) erlaubt']"
Musthave,s,style,exaggerating,"['nützliches Merkmal', 'hilfreiche Fähigkeit', 'Kompetenz, die wichtig ist, um (...)', 'Erfahrung, die (...) ermöglicht', 'Kenntnis, die (...) erlaubt']"
Nerd,s,style,exaggerating,"['Mensch, der sich gern mit Technologie beschäftigt(...)', 'Mensch, der Spaß an Computern hat(...)', 'Mensch, der unseren Enthusiasmus für neue Medien teilt(...)', 'Mensch, der sich für ein Thema begeistert(...)', 'Mensch, der für ein Thema brennt(...)']"
Ninja,s,style,exaggerating,"['jemand, der erfahren und fachkundig ist(...)', 'Person, die ihr Know-how und ihre Erfahrung kreativ einsetzt(...)', 'Mensch, der seine Fachkenntnis ständig vertieft(...)']"
No-Name-Products,s,style,anglicism,['namenlose Produkte']
Organisationstalent,s,style,hollow,"['Organisationsfähigkeit', 'Geübtheit, anderen den Rücken freizuhalten', 'Person, die gern organisiert', 'jemand, der einen klaren Blick behält', 'Mensch, der gern offene Enden zusammenführt']"
PR-Held,s,style,exaggerating,"['Öffentlichkeitsarbeit', 'PR-Held~in~/~PR-Held', 'jemand, der mit Energie und Ideen in der PR neue Wege sucht(...)', 'jemand, dessen Herz für PR-Themen schlägt(...)', 'kommunikationsfreudiger Mensch, der sich um die PR-Bedürfnisse (von ...) kümmert', 'engagiertes PR-Team', 'PR-Held~innen~ und ~PR-Helden', 'PR-Leute, die mit Energie und Ideen neue Wege suchen(...)', 'Menschen, deren Herzen für PR-Themen schlagen(...)', 'kommunikationsfreudige Menschen, die sich um die PR-Bedürfnisse (von ...) kümmern']"
PRheld,s,style,exaggerating,"['Öffentlichkeitsarbeit', 'PR-Held~in~/~PR-Held', 'jemand, der mit Energie und Ideen in der PR neue Wege sucht(...)', 'jemand, dessen Herz für PR-Themen schlägt(...)', 'kommunikationsfreudiger Mensch, der sich um die PR-Bedürfnisse (von ...) kümmert', 'engagiertes PR-Team', 'PR-Held~innen~ und ~PR-Helden', 'PR-Leute, die mit Energie und Ideen neue Wege suchen(...)', 'Menschen, deren Herzen für PR-Themen schlagen(...)', 'kommunikationsfreudige Menschen, die sich um die PR-Bedürfnisse (von ...) kümmern']"
Password,s,style,anglicism,['Kennwort']
Performance,s,style,anglicism,"['Leistung', 'Durchsatz', 'Leistungsfähigkeit', 'Erfüllung']"
Performer,s,style,exaggerating,"['Performer~in~/~Performer', 'jemand, der sich auf die nächsten Schritte fokussiert(...)', 'Person, die engagiert in ihren Aufgaben ist(...)', 'unternehmerisch denkender Mensch(...)', 'Performer~innen~ und ~Performer']"
Pionier,s,style,exaggerating,"['Inspiration', 'Pionier~in~/~Pioniere', 'Wegbereiter~in~/~Wegbereiter', 'Person mit zukunfsweisenden Ideen(...)', 'Person, die Neuland betritt(...)', 'Person, die gewohnte Bahnen verlässt(...)', 'Mensch, der bereit ist, sich neuen Situationen zu stellen(...)', 'Mensch, der Visionen verwirklichen will(...)', 'experimentierfreudiger Mensch(...)', 'Mensch, der Verantwortung übernimmt(...)', 'jemand, der mit gutem Beispiel vorangeht(...)', 'erfinderischer Mensch(...)', 'einfallsreicher Mensch(...)', 'jemand, der inspiriert(...)', 'jemand, der eine Vision vermittelt(...)', 'jemand, der Neues ausprobieren will(...)', 'Pionier~innen~ und ~Pioniere', 'Wegbereiter~innen~ und ~Wegbereiter']"
Pionierunternehmen,s,style,exaggerating,"['richtungweisendes Unternehmen(...)', 'Unternehmen, das mit gutem Beispiel vorangeht(...)', 'Unternehmen, das sich auf Neues einlässt(...)', 'Unternehmen, das neue Wege geht(...)', 'Unternehmen, das inspiriert(...)', 'Unternehmen, das Maßstäbe im (...) setzt', 'verantwortungsbewusstes Unternehmen, das anderen den Weg bereitet(...)']"
Querdenken,s,style,hollow,"['die Fähigkeit, in neuen Mustern zu denken', 'Hinterfragen', 'unkonventionelle Betrachtungsweise', 'die Fähigkeit, über den eigenen Tellerrand zu blicken']"
Rakete,s,style,exaggerating,"['Tatmensch(...)', 'Person, die die Initiative ergreift(...)', 'Person, die ein Team mitreißen kann(...)', 'energiegeladener Mensch(...)', 'lebensbejahende Persönlichkeit(...)', 'begeisterungsfähiger Mensch(...)', 'jemand, der zupackt(...)']"
Ranking,s,style,anglicism,['Rangfolge']
Responsibilities,s,style,anglicism,['Aufgabengebiete']
Rockstar,s,style,exaggerating,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)']"
Sabbatical,s,style,anglicism,['Auszeit']
Salary,s,style,anglicism,['Gehalt']
Sales,s,style,anglicism,['Verkaufskatalog']
Sample,s,style,anglicism,['Verkaufskatalog']
Save-my-ass-Memo,i,style,anglicism,"['Ich-sicher-mich-vorsorglich-ab-Memo', 'Ich-steh-gut-da-Memo']"
Scherge,s,style,exaggerating,"['Verfechter~in~/~Verfechter', 'Verbündet~e~/~Verbündeter', 'Polizist~in~/~Polizist', 'Handlanger~in~/~Handlanger', 'Mitarbeitende', 'Verfechtende', 'Verbündete', 'Komplizen', 'Verfechter~innen~ und ~Verfechter', 'Polizist~innen~ und ~Polizisten', 'Handlanger~innen~ und ~Handlanger']"
Scorer,s,style,exaggerating,"['strebsamer Mensch', 'fleißiger Mensch', 'umsetzungsfreudiger Mensch', 'tatkräftiger Mensch', 'Tatmensch', 'Mensch, der Meilensteine erreichen will(...)', 'Mensch, der Aufgaben engagiert angeht(...)', 'jemand, der mit dem Team gemeinsame Ziele umsetzt(...)', 'jemand, der mit dem Team Aufgaben anpackt(...)', 'jemand, der unternehmerisch denkt(...)', 'jemand, der Ziele mit Elan umsetzt(...)']"
Selbstanlasser,s,style,exaggerating,"['Mensch, der gemeinsame Ziele mit Energie anpackt(...)', 'Person, die gern die Initiative ergreift(...)', 'jemand, den Meilensteine motivieren(...)']"
Service,s,style,anglicism,['Diensleistung']
Spitzenleistung,s,style,exaggerating,"['Einsatz', 'Kompetenz', 'Meilenstein', 'Bravourstück', 'Ergebnis, das zum Geschäftserfolg beiträgt', 'erreichte Meilensteine', 'wiederholter Einsatz', 'Resultate, die zum Geschäftserfolg beitragen']"
