Lemma,Word_Type,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Autonomität,s,unconscious_bias,agentic,"['Verantwortungsbereitschaft', 'Bereitschaft, die eigenen Kompetenzen einzusetzen,(...)', 'Fokus auf das Lösen anliegender Aufgaben(...)']",[''],"['Verantwortungsbereitschaft', 'Bereitschaft, die eigenen Kompetenzen einzusetzen,(...)', 'Fokus auf das Lösen anliegender Aufgaben(...)']"
Autorität,s,unconscious_bias,agentic,"['Kompetenz', 'Erfahrung', 'Entscheidungsbefugnis', 'Verantwortung', 'Sachkenntnis', 'Person, die Verantwortung trägt(...)', 'Person, die als Vorbild wirkt(...)', 'jemand mit Überblick(...)', 'jemand, dessen (Meinung, Wort, ...) du vertraust', 'jemand, der einen Vertrauensvorschuss genießt(...)']",[''],"['Kompetenz', 'Erfahrung', 'Entscheidungsbefugnis', 'Verantwortung', 'Sachkenntnis', 'Person, die Verantwortung trägt(...)', 'Person, die als Vorbild wirkt(...)', 'jemand mit Überblick(...)', 'jemand, dessen (Meinung, Wort, ...) du vertraust', 'jemand, der einen Vertrauensvorschuss genießt(...)']"
Bananenrepublik,s,unconscious_bias,racist_source,"['korrupter Staat', 'dysfunktionale Verwaltung', 'Land mit dysfunktionalen Strukturen']",[''],"['korrupter Staat', 'dysfunktionale Verwaltung', 'Land mit dysfunktionalen Strukturen']"
Beharrlichkeit,s,unconscious_bias,agentic,"['Ruhe und Besonnenheit', 'Geduld', 'Umsetzungsfreude', 'Fokus']",[''],"['Ruhe und Besonnenheit', 'Geduld', 'Umsetzungsfreude', 'Fokus']"
Bestimmtheit,s,unconscious_bias,agentic,"['Klarheit', 'Offenheit', 'Nachdruck']",[''],"['Klarheit', 'Offenheit', 'Nachdruck']"
Biss,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Regsamkeit', 'langer Atem', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren']",[''],"['Umsetzungsfreude', 'Regsamkeit', 'langer Atem', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren']"
Blacklist,s,unconscious_bias,color,"['Sperrliste', 'Ausschlussliste', 'Vermeidungsliste']",[''],"['Sperrliste', 'Ausschlussliste', 'Vermeidungsliste']"
Bucklige,s,unconscious_bias,medical_state,['Person mit Wirbelsäulenkrümmung(...)'],[''],['Person mit Wirbelsäulenkrümmung(...)']
Buckliger,s,unconscious_bias,medical_state,['Person mit Wirbelsäulenkrümmung(...)'],[''],['Person mit Wirbelsäulenkrümmung(...)']
Clan-Kriminalität,s,unconscious_bias,culture,"['organisierte Kriminalität', 'Bandenkriminalität']",[''],"['organisierte Kriminalität', 'Bandenkriminalität']"
Clankriminalität,s,unconscious_bias,culture,"['organisierte Kriminalität', 'Bandenkriminalität']",[''],"['organisierte Kriminalität', 'Bandenkriminalität']"
Depp,s,unconscious_bias,cognitive_ability,"['Person, der es schwer fällt, komplexe Informationen zu verstehen(...)', 'Mensch, dem es schwer fällt, eine Situation zu verallgemeinern(...)', 'jemand, der sich etwas vormachen lässt(...)', 'jemand, der unklug handelt(...)', 'uneinsichtiger Mensch(...)', 'jemand, der verärgert(...)', 'Person, die nicht versteht, worum es geht(...)']",[''],"['Person, der es schwer fällt, komplexe Informationen zu verstehen(...)', 'Mensch, dem es schwer fällt, eine Situation zu verallgemeinern(...)', 'jemand, der sich etwas vormachen lässt(...)', 'jemand, der unklug handelt(...)', 'uneinsichtiger Mensch(...)', 'jemand, der verärgert(...)', 'Person, die nicht versteht, worum es geht(...)']"
Dienstleistungsorientierung,s,unconscious_bias,agentic,"['Serviceorientierung', 'Einfühlsamkeit im Umgang mit Kundschaft(...)', 'Motivation, Kundschaft zu deren Zufriedenheit zu betreuen(...)', 'Engagement im Erfüllen der Erwartungen der Kundschaft(...)']",[''],"['Serviceorientierung', 'Einfühlsamkeit im Umgang mit Kundschaft(...)', 'Motivation, Kundschaft zu deren Zufriedenheit zu betreuen(...)', 'Engagement im Erfüllen der Erwartungen der Kundschaft(...)']"
Direktheit,s,unconscious_bias,agentic,"['Offenherzigkeit', 'Offenheit', 'Geradlinigkeit', 'Aufrichtigkeit', 'von Mensch zu Mensch(...)', 'nicht hinterm Berg halten(...)', 'das Herz auf der Zunge tragen(...)', 'offene Worte schätzen(...)', 'Offenheit im Äußern von Besorgnis(...)']",[''],"['Offenherzigkeit', 'Offenheit', 'Geradlinigkeit', 'Aufrichtigkeit', 'von Mensch zu Mensch(...)', 'nicht hinterm Berg halten(...)', 'das Herz auf der Zunge tragen(...)', 'offene Worte schätzen(...)', 'Offenheit im Äußern von Besorgnis(...)']"
Diversitäts-Klamauk,s,unconscious_bias,gender_identity,['Geschlechtervielfalt'],[''],['Geschlechtervielfalt']
Diversitäts-Theater,s,unconscious_bias,gender_identity,['Geschlechtervielfalt'],[''],['Geschlechtervielfalt']
Diversitätsklamauk,s,unconscious_bias,gender_identity,['Geschlechtervielfalt'],[''],['Geschlechtervielfalt']
Diversitätstheater,s,unconscious_bias,gender_identity,['Geschlechtervielfalt'],[''],['Geschlechtervielfalt']
Dreads,s,unconscious_bias,racist_source,['Dreadlocks'],[''],['Dreadlocks']
Drive,s,unconscious_bias,agentic,"['Engagement', 'Freude an der Sache', 'Begeisterung']",[''],"['Engagement', 'Freude an der Sache', 'Begeisterung']"
Dschungel,s,unconscious_bias,racist_source,"['Bürokratie', 'Labyrinth', 'dichter Wald', 'rechtloser Raum', 'tropischer Regenwald']",[''],"['Bürokratie', 'Labyrinth', 'dichter Wald', 'rechtloser Raum', 'tropischer Regenwald']"
Dummkopf,s,unconscious_bias,cognitive_ability,"['Person, der es schwer fällt, komplexe Informationen zu verstehen(...)', 'Mensch, dem es schwer fällt, eine Situation zu verallgemeinern(...)', 'jemand, der sich etwas vormachen lässt(...)', 'jemand, der unklug handelt(...)', 'uneinsichtiger Mensch(...)', 'jemand, der sich töricht verhält(...)', 'Person, die nicht versteht, worum es geht(...)']",[''],"['Person, der es schwer fällt, komplexe Informationen zu verstehen(...)', 'Mensch, dem es schwer fällt, eine Situation zu verallgemeinern(...)', 'jemand, der sich etwas vormachen lässt(...)', 'jemand, der unklug handelt(...)', 'uneinsichtiger Mensch(...)', 'jemand, der sich töricht verhält(...)', 'Person, die nicht versteht, worum es geht(...)']"
Durchhaltevermögen,s,unconscious_bias,agentic,"['einen langen Atem haben(...)', 'Fähigkeit, an Dingen dranzubleiben(...)']",[''],"['einen langen Atem haben(...)', 'Fähigkeit, an Dingen dranzubleiben(...)']"
Durchhaltewillen,s,unconscious_bias,agentic,"['langen Atem haben(...)', 'Fähigkeit, an Dingen dranzubleiben(...)']",[''],"['langen Atem haben(...)', 'Fähigkeit, an Dingen dranzubleiben(...)']"
Durchsetzungsfähigkeit,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']",[''],"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']"
Durchsetzungskraft,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']",[''],"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']"
Durchsetzungsstärke,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']",[''],"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']"
Durchsetzungsvermögen,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']",[''],"['Umsetzungsfreude', 'Fokus', 'Effizienz', 'Regsamkeit', 'Freude am Vertreten des eigenen Standpunkts', 'Fähigkeit, wirkungsvoll zu kommunizieren', 'Bereitschaft, (...) zu vertreten', 'Fähigkeit, andere für (gemeinsame Ziele, Ideen, Pläne) einzunehmen(...)', 'Energie und Kompetenz, Stakeholder mitzureißen(...)']"
Ehrgeiz,s,unconscious_bias,agentic,"['Fleiß', 'Eifer', 'Strebsamkeit', 'Engagement', 'Entwicklungsmotivation', 'unternehmerische Haltung', 'Freude an mehr Verantwortung', 'Freude am Setzen und Verwirklichen von Zielen', 'Interesse an persönlichem Wachstum', 'Engagement für gemeinsame Ziele(...)', 'Engagement für gesetzte Meilensteine(...)', 'Freude am Weiterkommen(...)']",[''],"['Fleiß', 'Eifer', 'Strebsamkeit', 'Engagement', 'Entwicklungsmotivation', 'unternehmerische Haltung', 'Freude an mehr Verantwortung', 'Freude am Setzen und Verwirklichen von Zielen', 'Interesse an persönlichem Wachstum', 'Engagement für gemeinsame Ziele(...)', 'Engagement für gesetzte Meilensteine(...)', 'Freude am Weiterkommen(...)']"
Eigenständigkeit,s,unconscious_bias,agentic,"['Fokussierung auf Aufgaben', 'Freude an Verantwortung', 'Bereitschaft, Kompetenz einsetzen(...)']",[''],"['Fokussierung auf Aufgaben', 'Freude an Verantwortung', 'Bereitschaft, Kompetenz einsetzen(...)']"
Eigenverantwortung,s,unconscious_bias,agentic,"['Freude an Verantwortung', 'Gewissenhaftigkeit', 'Pflichtbewusstsein', 'Zuverlässigkeit', 'Bereitschaft, das Nötige zu tun(...)', 'unternehmerisches Denken(...)']",[''],"['Freude an Verantwortung', 'Gewissenhaftigkeit', 'Pflichtbewusstsein', 'Zuverlässigkeit', 'Bereitschaft, das Nötige zu tun(...)', 'unternehmerisches Denken(...)']"
Einsatzbereitschaft,s,unconscious_bias,agentic,"['Engagement', 'Begeisterung', 'Umsetzungsfreude']",[''],"['Engagement', 'Begeisterung', 'Umsetzungsfreude']"
Einsatzwille,s,unconscious_bias,agentic,"['Engagement', 'Begeisterung', 'Umsetzungsfreude']",[''],"['Engagement', 'Begeisterung', 'Umsetzungsfreude']"
Entscheidung,s,unconscious_bias,agentic,"['Konsens', 'Beschluss', 'Einigung', 'Einschätzung', 'Absicht', 'Vorhaben', 'Vereinbarung', 'Übereinkunft', 'Übereinkommen']",[''],"['Konsens', 'Beschluss', 'Einigung', 'Einschätzung', 'Absicht', 'Vorhaben', 'Vereinbarung', 'Übereinkunft', 'Übereinkommen']"
Entschiedenheit,s,unconscious_bias,agentic,"['Deutlichkeit', 'Klarheit', 'Engagement']",[''],"['Deutlichkeit', 'Klarheit', 'Engagement']"
Entschlossenheit,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Herzhaftigkeit', 'Pragmatismus', 'Unkompliziertheit']",[''],"['Umsetzungsfreude', 'Herzhaftigkeit', 'Pragmatismus', 'Unkompliziertheit']"
Entschlussfreudigkeit,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Pragmatismus', 'Beweglichkeit', 'Unkompliziertheit']",[''],"['Umsetzungsfreude', 'Pragmatismus', 'Beweglichkeit', 'Unkompliziertheit']"
Entschlusskraft,s,unconscious_bias,agentic,"['Umsetzungsfreude', 'Pragmatismus', 'Beweglichkeit', 'Unkompliziertheit']",[''],"['Umsetzungsfreude', 'Pragmatismus', 'Beweglichkeit', 'Unkompliziertheit']"
Entwicklungshilfe,s,unconscious_bias,migration,"['Unterstützung', 'Hilfe', 'Zusammenarbeit']",[''],"['Unterstützung', 'Hilfe', 'Zusammenarbeit']"
Erfolgshunger,s,unconscious_bias,agentic,"['Engagement', 'Begeisterung', 'Umsetzungsfreude', 'Motivation, auf Meilensteine zu erarbeiten(...)', 'Wunsch, die Visionen zu realisieren(...)']",[''],"['Engagement', 'Begeisterung', 'Umsetzungsfreude', 'Motivation, auf Meilensteine zu erarbeiten(...)', 'Wunsch, die Visionen zu realisieren(...)']"
Eroberung,s,unconscious_bias,agentic,"['Entdeckung', 'Erwerb neuer Kenntnisse(...)', 'inspiriert durch das Unbekannte(...)']",[''],"['Entdeckung', 'Erwerb neuer Kenntnisse(...)', 'inspiriert durch das Unbekannte(...)']"
Eskimo,s,unconscious_bias,racist_source,"['Inuit', 'Yupik', 'Kalaallit --- Grönland', 'Person, die sich zu den indigenen Völkern Sibiriens zählt(...)', 'Person, die sich den indigenen Völkern Alaskas zählt(...)', 'Person, die sich zu den Völkern der nördlichen Polarregion zählt(...)']",[''],"['Inuit', 'Yupik', 'Kalaallit --- Grönland', 'Person, die sich zu den indigenen Völkern Sibiriens zählt(...)', 'Person, die sich den indigenen Völkern Alaskas zählt(...)', 'Person, die sich zu den Völkern der nördlichen Polarregion zählt(...)']"
Ethnie,s,unconscious_bias,racist_source,['Nationalität'],[''],['Nationalität']
Ethnopluralismus,s,unconscious_bias,racist_source,"['Diversität', 'Transkulturalität', 'Rassismus', 'Rechtsextremismus']",[''],"['Diversität', 'Transkulturalität', 'Rassismus', 'Rechtsextremismus']"
Feindseligkeit,s,unconscious_bias,agentic,"['Engagement', 'Bereitschaft, für (...) zu argumentieren', 'Begeisterung, für (...) einzutreten']",[''],"['Engagement', 'Bereitschaft, für (...) zu argumentieren', 'Begeisterung, für (...) einzutreten']"
Flüchtlingsflut,s,unconscious_bias,migration,"['Fluchtmigration', 'Einreise von Geflüchteten', 'Fluchtbewegung', '((Zahl)) Schutzsuchende']",[''],"['Fluchtmigration', 'Einreise von Geflüchteten', 'Fluchtbewegung', '((Zahl)) Schutzsuchende']"
Freimütigkeit,s,unconscious_bias,agentic,"['Offenherzigkeit', 'Engagement', 'Geradlinigkeit', 'zur eigenen Meinung stehen(...)', 'seine Arbeit vertreten(...)']",[''],"['Offenherzigkeit', 'Engagement', 'Geradlinigkeit', 'zur eigenen Meinung stehen(...)', 'seine Arbeit vertreten(...)']"
Fremdenfeindlichkeit,s,unconscious_bias,migration,"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']",[''],"['Rassismus', 'Neonazismus', 'Rechtsextremismus', 'Rechtsterrorismus', 'Hasskriminalität']"
Fräulein,s,unconscious_bias,gender_identity,"['Person', 'jemand', 'Mensch', '-', 'du(...)', 'Sie(...)']",['-'],"['-', 'Person', 'jemand', 'Mensch', 'du(...)', 'Sie(...)']"
Führung,s,unconscious_bias,agentic,"['Leitung', 'Lenkung', 'Management', 'Team-Anleitung', 'Team-Lenkung', 'Team-Verantwortung', 'Person, die die Vision kommuniziert(...)', 'Person, die sich um das Team kümmert(...)', 'jemand, der das Team unterstützt und coacht(...)', 'Mensch, der mit Rat und Tat zur Seite steht(...)']",[''],"['Leitung', 'Lenkung', 'Management', 'Team-Anleitung', 'Team-Lenkung', 'Team-Verantwortung', 'Person, die die Vision kommuniziert(...)', 'Person, die sich um das Team kümmert(...)', 'jemand, der das Team unterstützt und coacht(...)', 'Mensch, der mit Rat und Tat zur Seite steht(...)']"
Gebärdendolmetscher,s,unconscious_bias,speech,"['Gebärdensprachdolmetscher --- Sprache nennen (ÖGS, DGS, DSGS, ASL)', 'Gebärdensprachdolmetscher~in~/~Gebärdensprachdolmetscher']",[''],"['Gebärdensprachdolmetscher --- Sprache nennen (ÖGS, DGS, DSGS, ASL)', 'Gebärdensprachdolmetscher~in~/~Gebärdensprachdolmetscher']"
Geistesgestörter,s,unconscious_bias,cognitive_perception,['Mensch mit psychischer Störung(...)'],[''],['Mensch mit psychischer Störung(...)']
Gender-Hype,s,unconscious_bias,sexual_orientation,"['Gendergerechtigkeit', 'Geschlechterdiversität', 'aktuelle Diskussion zu Gender-Mainstreaming']",[''],"['Gendergerechtigkeit', 'Geschlechterdiversität', 'aktuelle Diskussion zu Gender-Mainstreaming']"
Gendergaga,s,unconscious_bias,gender_identity,['Geschlechtervielfalt'],[''],['Geschlechtervielfalt']
Genderhype,s,unconscious_bias,sexual_orientation,"['Gendergerechtigkeit', 'Geschlechterdiversität', 'aktuelle Diskussion zu Gender-Mainstreaming']",[''],"['Gendergerechtigkeit', 'Geschlechterdiversität', 'aktuelle Diskussion zu Gender-Mainstreaming']"
Genderideologie,s,unconscious_bias,gender_identity,"['Geschlechtergerechtigkeit', 'Geschlechtervielfalt']",[''],"['Geschlechtergerechtigkeit', 'Geschlechtervielfalt']"
Genderismus,s,unconscious_bias,gender_identity,"['Geschlechtervielfalt', 'Geschlechtergerechtigkeit']",[''],"['Geschlechtervielfalt', 'Geschlechtergerechtigkeit']"
Geschacher,s,unconscious_bias,antisemitism,"['Feilscherei', 'harte Verhandlungen', 'Geschäftemacherei', 'Gezerre', 'Gefeilsche']",[''],"['Feilscherei', 'harte Verhandlungen', 'Geschäftemacherei', 'Gezerre', 'Gefeilsche']"
Geschachere,s,unconscious_bias,antisemitism,"['Feilscherei', 'harte Verhandlungen', 'Geschäftemacherei', 'Gezerre', 'Gefeilsche']",[''],"['Feilscherei', 'harte Verhandlungen', 'Geschäftemacherei', 'Gezerre', 'Gefeilsche']"
Geschlechtsumwandlung,s,unconscious_bias,gender_identity,"['Geschlechtsangleichung', 'Geschlechtsanpassung']",[''],"['Geschlechtsangleichung', 'Geschlechtsanpassung']"
Gewalt,s,unconscious_bias,agentic,"['Aufsicht', 'Verantwortung', 'Schaffenskraft', 'Entscheidungsbefugnis', 'Gewicht', 'Einfluss', 'Stellung', 'Anerkennung', 'Geltung', 'Ansehen', 'Reichweite', 'Antrieb', 'Anstrengung', 'Zuverlässigkeit', 'Konsistenz', 'Beständigkeit', 'Dynamik', 'Schwung', 'Intensität']",[''],"['Aufsicht', 'Verantwortung', 'Schaffenskraft', 'Entscheidungsbefugnis', 'Gewicht', 'Einfluss', 'Stellung', 'Anerkennung', 'Geltung', 'Ansehen', 'Reichweite', 'Antrieb', 'Anstrengung', 'Zuverlässigkeit', 'Konsistenz', 'Beständigkeit', 'Dynamik', 'Schwung', 'Intensität']"
Hartnäckigkeit,s,unconscious_bias,agentic,"['Nachhaltigkeit', 'Stetigkeit', 'Fokussiertheit', 'Geduld', 'Gelassenheit', 'Resilienz', 'Beständigkeit']",[''],"['Nachhaltigkeit', 'Stetigkeit', 'Fokussiertheit', 'Geduld', 'Gelassenheit', 'Resilienz', 'Beständigkeit']"
Heimatschutz,s,unconscious_bias,racist_source,['Umweltschutz'],[''],['Umweltschutz']
Hellhäutige,s,unconscious_bias,color,"['Person', 'Mensch', '-']",['-'],"['-', 'Person', 'Mensch']"
Hellhäutiger,s,unconscious_bias,color,"['Person', 'Mensch', '-']",['-'],"['-', 'Person', 'Mensch']"
Herr,s,unconscious_bias,gender_identity,"['((Vorname))', '((Vorname)) ((Familienname))', 'höflicher Mensch']",[''],"['((Vorname))', '((Vorname)) ((Familienname))', 'höflicher Mensch']"
Hinkebein,s,unconscious_bias,medical_state,"['Person, die hinkt(...)']",[''],"['Person, die hinkt(...)']"
Hofmedien,s,unconscious_bias,classism,"['regierungsnahe Medien', 'voreingenommene Berichterstattende', 'Propagandapresse', 'mediale Sprachrohre']",[''],"['regierungsnahe Medien', 'voreingenommene Berichterstattende', 'Propagandapresse', 'mediale Sprachrohre']"
Hohlkopf,s,unconscious_bias,cognitive_ability,"['Person, der es schwer fällt, komplexe Informationen zu verstehen(...)', 'Mensch, dem es schwer fällt, eine Situation zu verallgemeinern(...)', 'jemand, der sich etwas vormachen lässt(...)', 'jemand, der unklug handelt(...)', 'uneinsichtiger Mensch(...)', 'jemand, der sich töricht verhält(...)', 'Person, die nicht versteht, worum es geht(...)']",[''],"['Person, der es schwer fällt, komplexe Informationen zu verstehen(...)', 'Mensch, dem es schwer fällt, eine Situation zu verallgemeinern(...)', 'jemand, der sich etwas vormachen lässt(...)', 'jemand, der unklug handelt(...)', 'uneinsichtiger Mensch(...)', 'jemand, der sich töricht verhält(...)', 'Person, die nicht versteht, worum es geht(...)']"
Homo-Ehe,s,unconscious_bias,sexual_orientation,['Ehe für alle'],[''],['Ehe für alle']
Homoehe,s,unconscious_bias,sexual_orientation,['Ehe für alle'],[''],['Ehe für alle']
Hunger,s,unconscious_bias,agentic,"['Interesse', 'Begeisterung', 'Motivation', 'Fleiß', 'Freude am Erwirken von Meilensteinen(...)', 'Wunsch, Visionen zu realisieren(...)']",[''],"['Interesse', 'Begeisterung', 'Motivation', 'Fleiß', 'Freude am Erwirken von Meilensteinen(...)', 'Wunsch, Visionen zu realisieren(...)']"
Härte,s,unconscious_bias,agentic,"['Unbeirrbarkeit', 'Resilienz', 'Komplexität', 'Fokussiertheit', 'Geradlinigkeit', 'Fokussierung auf ein Ziel(...)', 'Fähigkeit, sich nicht vom Weg abbringen zu lassen(...)']",[''],"['Unbeirrbarkeit', 'Resilienz', 'Komplexität', 'Fokussiertheit', 'Geradlinigkeit', 'Fokussierung auf ein Ziel(...)', 'Fähigkeit, sich nicht vom Weg abbringen zu lassen(...)']"
Häuptling,s,unconscious_bias,racist_source,"['Oberhaupt', 'Führer*in']",[''],"['Oberhaupt', 'Führer*in']"
Idealalter,s,unconscious_bias,age,"['-', 'altersbegrenzt auf(...)']",['-'],"['-', 'altersbegrenzt auf(...)']"
Idiot,s,unconscious_bias,cognitive_ability,"['-', 'Mensch mit Lernschwierigkeiten(...)', 'Menschen mit intellektuellen Behinderungen(...)']",['-'],"['-', 'Mensch mit Lernschwierigkeiten(...)', 'Menschen mit intellektuellen Behinderungen(...)']"
Indianergeheul,s,unconscious_bias,racist_source,['lautes Geheul'],[''],['lautes Geheul']
Indianerkleidung,s,unconscious_bias,racist_source,['Lederkleidung mit Fransen'],[''],['Lederkleidung mit Fransen']
Indianerschmuck,s,unconscious_bias,racist_source,['Stirnband mit Federn'],[''],['Stirnband mit Federn']
Indianertanz,s,unconscious_bias,racist_source,['ausgelassene Tänze um ein Feuer'],[''],['ausgelassene Tänze um ein Feuer']
Integration,s,unconscious_bias,ability,"['Teilhabe', 'Zugang zu Arbeit und Bildung', 'Schritt zur Chancengerechtigkeit', 'Inklusion', 'Engagement für Inklusion']",[''],"['Teilhabe', 'Zugang zu Arbeit und Bildung', 'Schritt zur Chancengerechtigkeit', 'Inklusion', 'Engagement für Inklusion']"
Integrationsverweigerer,s,unconscious_bias,migration,"['diverse Lebensformen und Lebensstile', '-']",['-'],"['-', 'diverse Lebensformen und Lebensstile']"
