Lemma,Word_Type,Priority,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
game plan,s,,gendered,male_stereotype,"['unmarried woman', 'person at the heart of a pre-wedding party', 'they']",[''],"['strategy', 'plan']"
get flak,v+s,,gendered,male_stereotype,"['unmarried woman', 'person at the heart of a pre-wedding party', 'they']",[''],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
growth hacker,s,1,gendered,titles,"['bartender', 'mixologist', 'they', 'bar crew', 'bar staff', 'bartenders']","['bartenders', 'bar crew', 'bar staff']","['growth hacking', 'growth hackers']"
gun man,s,,gendered,function,"['bartender', 'mixologist', 'they', 'bar crew', 'bar staff', 'bartenders']","['bartenders', 'bar crew', 'bar staff']","['shooter', 'they', 'shooters']"
hit it out of the park,i,,gendered,male_stereotype,"['attractive', 'good-looking']",[''],"['do extraordinarily well', 'earn an exceptional achievement', 'make a strikingly good impression']"
in the front line,,,gendered,male_stereotype,"['strict', 'in charge', 'supervising', 'responsible for outcomes/results', 'direct', 'communicating expectations']",[''],"['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
in the front-line,,,gendered,male_stereotype,"['friend', 'you', 'they', 'friends', 'people']","['friends', 'people']","['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
in the frontline,,,gendered,male_stereotype,"['business person', 'they', 'business', 'business people']","['business people', 'business']","['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
in the trenches,i,,gendered,male_stereotype,"['camera operator', 'videographer', 'cameraperson', 'camera woman', 'cinematographer', 'Director of Photography', 'DoP', 'they', 'camera', 'videography', 'cinematography', 'camera team', 'camera crew', 'camera staff', 'camera operators', 'cameramen', 'videographers', 'camera people', 'camera women', 'cinematographers', 'Directors of Photography', 'DoPs']","['camera operators', 'cameramen', 'videographers', 'camera people', 'camera women', 'cinematographers', 'Directors of Photography', 'DoPs', 'camera team', 'camera crew', 'camera staff', 'camera', 'videography', 'cinematography']","['in the most difficult parts of the business', 'through hard times together', 'doing hands-on work', 'doing the hard work']"
in your corner,i,,gendered,male_stereotype,"['chair', 'chairperson', 'they', 'chairs', 'chairpersons', 'chairpeople']","['chairs', 'chairpersons', 'chairpeople']","['on your side', 'giving you support and encouragement']"
killing it,i,,gendered,male_stereotype,"['comedian', 'they', 'comedy', 'comedians']","['comedians', 'comedy']","['doing an outstanding job', 'doing something extremely well']"
lady doctor,s,,gendered,titles,"['they', 'consulting', 'consultancy', 'consultants']","['consultants', 'consulting', 'consultancy']","['doctor', 'they', 'medical staff', 'medical team', 'health care team', 'doctors']"
low blow,a+s,,gendered,male_stereotype,"['they', 'controlling', 'controllers']","['controllers', 'controlling']","['unfair tactic', 'unkind comment', 'unfair tactics', 'unkind comments']"
maintenance man,s,,gendered,titles,"['councilperson', 'they', 'council', 'councilpersons', 'councilpeople']","['councilpersons', 'councilpeople', 'council']","['maintenance', 'maintenance person', 'maintenance worker', 'they', 'maintenance staff', 'maintenance crew', 'maintenance workers']"
male nurse,a+s,,gendered,titles,"['crewperson', 'they', 'crew', 'crewpersons', 'crewpeople', 'crew members']","['crewpersons', 'crewpeople', 'crew members', 'crew']","['nursing', 'nurse', 'they', 'nursing personnel', 'nursing staff', 'nurses']"
man bag,s,,gendered,male_stereotype,"['design creative', 'they', 'design', 'design team', 'designers', 'design creatives']","['designers', 'design creatives', 'design team', 'design']",['handbag']
man bun,s,,gendered,male_stereotype,"['development', 'development team', 'developers']","['developers', 'development team', 'development']",['bun']
man day,s,,gendered,hidden_image,"['they', 'directors', 'person who supports and motivates the team', 'someone who communicates expectations/a shared vision', 'someone who helps identify milestones', 'person who offers guidance', 'person who takes a coaching role to help a team work toward shared goals']",['directors'],"['person-day', 'person-days']"
man hour,s,,gendered,hidden_image,"['friend', 'you', 'friends', 'people', 'you']","['friends', 'people', 'you']","['person-hour', 'labor hour', 'amount of work done in ine hour', 'person-hours', 'labor hours']"
man hunt,s,,gendered,hidden_image,"['they', 'engineering', 'development', 'engineering team', 'development team', 'engineers', 'person filling a role in engineering/development']","['engineers', 'engineering team', 'development team', 'engineering', 'development']","['intensive search for a person', 'organized search for a criminal/suspect/escaped convict by law enforcement agencies']"
man in the street,i,,gendered,male_stereotype,"['everybody', 'all']",[''],['average person']
man kini,s,,gendered,male_stereotype,"['everybody', 'all']",[''],"['sling swimsuit', 'slingshot bikini']"
man made,a,,gendered,hidden_image,"['skilled person', 'experienced person', 'trained person', 'knowledgeable person', 'they', 'experts', 'skilled people', 'experienced people', 'trained people', 'knowledgeable people']","['experts', 'skilled people', 'experienced people', 'trained people', 'knowledgeable people']","['synthetic', 'machine-made', 'artificial']"
man of few words,i,,gendered,male_stereotype,"['firefighter', 'they', 'fire department', 'fire crew', 'firefighters']","['firefighters', 'fire crew', 'fire department']","['person of few words', 'laconic person', 'taciturn person', 'concise person', 'succinct person', 'someone who says little', 'someone who tends to stray on the quieter side', 'person who does not speak much', 'person of action rather than words']"
man of his word,i,,gendered,male_stereotype,"['supervisor', 'foreperson', 'they', 'supervisors', 'forepersons']","['supervisors', 'forepersons']","['someone true to their word', 'someone whose word is their bond', 'someone who always keeps their/his/her promises']"
man of the hour,i,,gendered,male_stereotype,"['first-year student', 'they', 'first-year students']",['first-year students'],"['person of the hour', 'woman of the hour', 'people of the hour', 'women of the hour']"
man of the moment,i,,gendered,male_stereotype,"['shooter', 'they', 'shooters']",['shooters'],"['most important person at the/this time', 'the most influential person at the/this time', 'someone who plays a pivotal role (at a point in time)', 'person of great importance (at the/this time)', 'most popular person at particular moment in time']"
man of the world,i,,gendered,male_stereotype,"['shooter', 'they', 'shooters']",['shooters'],"['someone not easily shocked', 'someone experienced and world-wise', 'someone who can deal with most situations life throws at them', 'someone widely experienced in the ways of the world and people']"
man on the street,i,,gendered,male_stereotype,"['person', 'friend', 'you', 'team', 'crowd', 'people', 'folks', 'friends', 'all', 'you all', 'everyone', 'teammates', 'you']","['people', 'folks', 'friends', 'all', 'you all', 'everyone', 'teammates', 'you', 'team', 'crowd']",['average person']
man power,s,1,gendered,hidden_image,"['attractive', 'good-looking']",[''],"['workforce', 'labor force', 'personnel', 'pool', 'staff', 'the number of people available to do/handle a job', 'the number of people it takes to (...)']"
man scara,s,,gendered,male_stereotype,"['they', 'heads', 'person who supports and motivates the team', 'someone who comunicates a shared vision', 'someone who helps identify milestones', 'person who offers guidance', 'person who takes a coaching role to help a team work toward shared goals']",['heads'],['mascara']
man sized,a,,gendered,hidden_image,"['person of the hour', 'person making sacrifices for their team', 'role model', 'heroix', 'they', 'people of the hour', 'those making sacrifices for their team', 'role models', 'heroix']","['people of the hour', 'those making sacrifices for their team', 'role models', 'heroix']","['very large', 'generous', 'calling for the strength traditionally attributed to a man']"
man trap,s,,gendered,hidden_image,"['person of the hour', 'person making sacrifices for their team', 'role model', 'heroix']",[''],"['snare', 'outdoor trap for trespassers/poachers', 'double-door single-person access control space']"
man up,v,,gendered,hidden_image,"['homemaker', 'they']",[''],"['deal with it', 'push though something', 'be brave', ""pull up one's socks"", 'pull oneself together', 'get it together', 'get a grip', 'adopt a stereotypically masculine approach/course of action']"
middle man,s,,gendered,function,"['teacher', 'coach', 'educator', 'college teacher', 'university teacher', 'they', 'instruction', 'teaching staff', 'instructors', 'teachers', 'coachs', 'educators', 'college teachers', 'university teachers', 'person who teaches (a skill)', 'person who trains (...) to (...)', 'person whose job is to teach people (a skill)']","['instructors', 'teachers', 'coachs', 'educators', 'college teachers', 'university teachers', 'teaching staff', 'instruction']","['intermediary', 'mediator', 'go-between', 'person acting as an agent between two parties']"
no holds barred,i,,gendered,male_stereotype,"['they', 'internship', 'interns']","['interns', 'internship']","['without limits', 'without controls', 'with no restrictions', 'without rules or restrictions']"
no man is an island,i,,gendered,function,"['owner', 'property owner', 'they', 'owners', 'property owners']","['owners', 'property owners']",['(if not a quote) no one is an island']
on the front line,,,gendered,male_stereotype,"['layperson', 'they', 'lay clergy', 'lay ministry', 'laypersons', 'laypeople']","['laypersons', 'laypeople', 'lay clergy', 'lay ministry']","['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
on the front-line,,,gendered,male_stereotype,"['they', 'management', 'higher management', 'upper management', 'leaders', 'people in leadership roles', 'person who supports and motivates the team', 'someone who communicates a shared vision', 'someone who helps identify milestones', 'person who offers guidance', 'person who takes a coaching role to help a team work toward shared goals', 'someone who communicates expectations', 'person who sphapes the company strategy', 'someone who chooses a course of action with the team', ""role that charts the company's course""]","['leaders', 'people in leadership roles', 'management', 'higher management', 'upper management']","['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
on the frontline,,,gendered,male_stereotype,"['guidance', 'coaching', 'inspiration', 'communication of expectations', 'shaping of company strategy', 'choosing a course of action', ""charting the company's course"", 'management', 'higher management', 'upper management']","['management', 'higher management', 'upper management']","['at the forefront', 'in the foremost position', 'where the hardest work is done', 'where the most important work is done', 'in the most influential position in a debate']"
pick a fight,v+s,,gendered,male_stereotype,"['mailperson', 'mail carrier', 'postal worker', 'they', 'mail', 'mail persons', 'mail carriers', 'postal workers']","['mail persons', 'mail carriers', 'postal workers', 'mail']","['differ', 'disagree', 'start a debate', 'discuss options', 'present arguments']"
pick fights,v+s,,gendered,male_stereotype,"['staff', 'crew', 'occupy', 'work', 'use']",[''],"['differ', 'disagree frequently', 'start debates', 'discuss options', 'present arguments']"
product owner,s,1,gendered,titles,['handbag'],[''],"['product ownership', 'they', 'product owners']"
sales force,s,,gendered,male_stereotype,['bun'],[''],"['sales people', 'sales department', 'sales team', 'sales division', 'business department']"
sales pitch,s,,gendered,male_stereotype,"['person-day', 'person-days']",['person-days'],"['sales presentation', 'sales presentations']"
scrum master,s,1,gendered,function,"['person-hour', 'labor hour', 'person-hours', 'labor hours', 'amount of work done in ine hour']","['person-hours', 'labor hours']","['scrum mastering', 'they']"
service desk agent,s,1,gendered,titles,"['intensive search for a person', 'organized search for a criminal/suspect/escaped convict by law enforcement agencies']",[''],"['service desk', 'they', 'service desk agents']"
stunt man,s,,gendered,titles,"['sling swimsuit', 'slingshot bikini']",[''],"['stunt person', 'stunt performer', 'stunt double', 'they', 'stunt people', 'stunt persons', 'stunt performers', 'stunt doubles']"
take flak,v+s,,gendered,male_stereotype,"['synthetic', 'machine-made', 'artificial']",[''],"['receive a lot of criticism', 'get a lot of teasing', 'meet with heavy opposition']"
the ball’s in your court,i,,gendered,male_stereotype,"['workforce', 'labor force', 'personnel', 'pool', 'staff', 'the number of people available to do/handle a job', 'the number of people it takes to (...)']",[''],"[""it's time for you to deal with the problem"", ""it's time for you to make a decision"", ""it's your responsibility to take the next step"", ""it's your turn to take action""]"
the whole 9 yards,i,,gendered,male_stereotype,['mascara'],[''],"['everything', 'the entire amount', 'in its entirety', 'all of it', 'everything possible', 'everything you may possibly need (want, do)']"
under fire,i,,gendered,male_stereotype,"['very large', 'generous', 'calling for the strength traditionally attributed to a man']",[''],"['under a lot of criticism', 'meeting with heavy opposition']"
uphill battle,s,,gendered,male_stereotype,['person-to-person'],[''],"['difficult struggle', 'a situation that requires a great deal of effort and patience']"
vice chairman,i,,gendered,titles,"['snare', 'outdoor trap for trespassers/poachers', 'double-door single-person access control space']",[''],"['vice chairperson', 'they', '(name) who serves as vice chair', 'vice chairpersons', 'vice chairpeople']"
