Lemma,Word_Type,Priority,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Alphatier,s,,unconscious_bias,exaggerating,"['Person, die ihr Team inspiriert', 'Mensch mit Freude an Verantwortung', 'Person, die ihrem Team mit Rat und Tat zur Seite steht', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt']","['Leute, die ihre Teams inspirieren', 'Menschen mit Freude an Verantwortung', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken']","['Person, die ihr Team inspiriert', 'Mensch mit Freude an Verantwortung', 'Person, die ihrem Team mit Rat und Tat zur Seite steht', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt', 'Leute, die ihre Teams inspirieren', 'Menschen mit Freude an Verantwortung', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken']"
Alphatyp,s,,unconscious_bias,exaggerating,"['Person, die ihr Team inspiriert', 'Mensch mit Freude an Verantwortung', 'Person, die ihrem Team mit Rat und Tat zur Seite steht', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt']","['Leute, die ihre Teams inspirieren', 'Menschen mit Freude an Verantwortung', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken']","['Person, die ihr Team inspiriert', 'Mensch mit Freude an Verantwortung', 'Person, die ihrem Team mit Rat und Tat zur Seite steht', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt', 'Leute, die ihre Teams inspirieren', 'Menschen mit Freude an Verantwortung', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken']"
Alphaweibchen,s,,unconscious_bias,exaggerating,"['Person, die ihr Team inspiriert', 'Mensch mit Freude an Verantwortung', 'Person, die ihrem Team mit Rat und Tat zur Seite steht', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt']","['Leute, die ihre Teams inspirieren', 'Menschen mit Freude an Verantwortung', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken']","['Person, die ihr Team inspiriert', 'Mensch mit Freude an Verantwortung', 'Person, die ihrem Team mit Rat und Tat zur Seite steht', 'Person, die das Team beim Erreichen von gemeinsamen Zielen unterstützt', 'Leute, die ihre Teams inspirieren', 'Menschen mit Freude an Verantwortung', 'Leute, die ihrem Team mit Rat und Tat zur Seite stehen', 'Leute, die das Team beim Erreichen von gemeinsamen Zielen unterstützen und lenken']"
Alter,s,,unconscious_bias,age,"['Erfahrung', 'Vorbildung', 'Geübtheit', 'Routine', 'Qualifikation', 'Kompetenzen', 'Überblick', 'Einblick', 'Hintergrundwissen', 'Vorkenntnisse']",[''],"['Erfahrung', 'Vorbildung', 'Geübtheit', 'Routine', 'Qualifikation', 'Kompetenzen', 'Überblick', 'Einblick', 'Hintergrundwissen', 'Vorkenntnisse']"
Aufsteiger,s,,unconscious_bias,exaggerating,"['aufmerksame Person, die mit neu gewonnem Wissen weiterkommt', 'Person, die aus Erfahrungen lernt', 'Person, die Spaß an neuen Aufgaben hat']","['Aufsteiger~innen~/~Aufsteiger', 'aufmerksame Menschen, die neu gewonnenes Wissen nutzen und weiterkommen', 'Leute, die aus Erfahrungen lernen', 'Leute, die Spaß an neuen Aufgaben haben']","['Aufsteiger~in~/~Aufsteiger', 'aufmerksame Person, die mit neu gewonnem Wissen weiterkommt', 'Person, die aus Erfahrungen lernt', 'Person, die Spaß an neuen Aufgaben hat', 'Aufsteiger~innen~/~Aufsteiger', 'aufmerksame Menschen, die neu gewonnenes Wissen nutzen und weiterkommen', 'Leute, die aus Erfahrungen lernen', 'Leute, die Spaß an neuen Aufgaben haben']"
Ausländer,s,,unconscious_bias,migration,"['Person, die ihren Lebensmittelpunkt im Ausland hat', 'Person anderer Nationalität']",[''],"['Person, die ihren Lebensmittelpunkt im Ausland hat', 'Person anderer Nationalität']"
Ausländerin,s,,unconscious_bias,migration,"['Person, die ihren Lebensmittelpunkt im Ausland hat', 'Person anderer Nationalität']",[''],"['Person, die ihren Lebensmittelpunkt im Ausland hat', 'Person anderer Nationalität']"
Blacklist,s,,unconscious_bias,racist_source,"['Denylist', 'Blocklist ']",[''],"['Denylist', 'Blocklist ']"
Bucklige,s,,unconscious_bias,medical_condition,['Person mit Wirbelsäulenkrümmung'],[''],['Person mit Wirbelsäulenkrümmung']
Buckliger,s,,unconscious_bias,medical_condition,['Person mit Wirbelsäulenkrümmung'],[''],['Person mit Wirbelsäulenkrümmung']
Dunkelhäutige,s,,unconscious_bias,racist_source,"['Brown Person of Color', 'Black Person of Color', 'PoC', 'BPoC']",[''],"['Brown Person of Color', 'Black Person of Color', 'PoC', 'BPoC']"
Dunkelhäutiger,s,,unconscious_bias,racist_source,"['Brown Person of Color', 'Black Person of Color', 'PoC', 'BPoC']",[''],"['Brown Person of Color', 'Black Person of Color', 'PoC', 'BPoC']"
Eingeborener,s,,unconscious_bias,racist_source,"['einheimische Person', 'Person, die in dem Land lebt, in dem sie geboren wurde']",[''],"['einheimische Person', 'Person, die in dem Land lebt, in dem sie geboren wurde']"
Entwicklungsland,s,,unconscious_bias,migration,"['Land, das in asymmetrischer/nachteiliger Weise in die internationale Arbeitsteilung eingebunden ist']",[''],"['Land, das in asymmetrischer/nachteiliger Weise in die internationale Arbeitsteilung eingebunden ist']"
Erfolg,s,,unconscious_bias,exaggerating,"['Gelingen', 'gemeinsam erreichtes Ziel', 'gutes Ergebnis', 'positive Überraschung', 'Lohn für Engagement', 'Umsetzung', 'gutes Resultat']",[''],"['Gelingen', 'gemeinsam erreichtes Ziel', 'gutes Ergebnis', 'positive Überraschung', 'Lohn für Engagement', 'Umsetzung', 'gutes Resultat']"
Erfolgsbilanz,s,,unconscious_bias,exaggerating,"['positive Bilanz', 'erfreuliches Fazit', 'Überblick über gute Ergebnisse', 'erreichte Meilensteine']",[''],"['positive Bilanz', 'erfreuliches Fazit', 'Überblick über gute Ergebnisse', 'erreichte Meilensteine']"
Erfolgserlebnis,s,,unconscious_bias,exaggerating,"['Freude über die kompetente Umsetzung gemeinsamer Ziele', 'Auftrieb durch das Erreichen von Meilensteinen', 'Motivation durch gute Ergebnisse']",[''],"['Freude über die kompetente Umsetzung gemeinsamer Ziele', 'Auftrieb durch das Erreichen von Meilensteinen', 'Motivation durch gute Ergebnisse']"
Erfolgsfaktor,s,,unconscious_bias,exaggerating,"['Faktor im Erreichen gemeinsamer Ziele', 'Schlüssel zum guten Ergebnis', 'Anziehungskraft steigernder Aspekt', 'Erhöhung der Zugkraft', 'Beitrag zum guten Gelingen']",[''],"['Faktor im Erreichen gemeinsamer Ziele', 'Schlüssel zum guten Ergebnis', 'Anziehungskraft steigernder Aspekt', 'Erhöhung der Zugkraft', 'Beitrag zum guten Gelingen']"
Erfolgsgeschichte,s,,unconscious_bias,exaggerating,"['gelungenes Beispiel', 'Geschichte, wie wir gemeinsame Ziele erreichen', 'Beweis für den positiven Verlauf', 'Geschichte der positiven Entwicklung', 'Bericht über die positive Unternehmung', 'Beispiel, das zeigt, wie uns das gelungen ist']",[''],"['gelungenes Beispiel', 'Geschichte, wie wir gemeinsame Ziele erreichen', 'Beweis für den positiven Verlauf', 'Geschichte der positiven Entwicklung', 'Bericht über die positive Unternehmung', 'Beispiel, das zeigt, wie uns das gelungen ist']"
Erfolgsquote,s,,unconscious_bias,exaggerating,"['positiver Beitrag zum Gesamtergebnis', 'Anteil am Erreichen gemeinsamer Ziele', 'Mitwirkung am positiven Verlauf', 'Beitrag zum gemeinsamen guten Gelingen']",[''],"['positiver Beitrag zum Gesamtergebnis', 'Anteil am Erreichen gemeinsamer Ziele', 'Mitwirkung am positiven Verlauf', 'Beitrag zum gemeinsamen guten Gelingen']"
Eskimo,s,,unconscious_bias,racist_source,"['Inuit', 'Yupik', 'Kalaallit (Grönland)', 'Person, die sich zu den indigenen Völkern Sibiriens zählt', 'Person, die sich den indigenen Völkern Alaskas zählt', 'Person, die sich zu den Völkern der nördlichen Polarregion zählt']",[''],"['Inuit', 'Yupik', 'Kalaallit (Grönland)', 'Person, die sich zu den indigenen Völkern Sibiriens zählt', 'Person, die sich den indigenen Völkern Alaskas zählt', 'Person, die sich zu den Völkern der nördlichen Polarregion zählt']"
Establishment,s,,unconscious_bias,exaggerating,"['bessere Gesellschaft', 'bessere Kreise', 'gut situierte Kreise', 'soziale Oberschicht', 'in Kaderkreisen']",[''],"['bessere Gesellschaft', 'bessere Kreise', 'gut situierte Kreise', 'soziale Oberschicht', 'in Kaderkreisen']"
Exzellenz,s,,unconscious_bias,exaggerating,"['Qualität', 'sich kontinuierlich Ziele setzen und erreichen', 'Qualitätsbewusstsein', 'mit besonderer Güte']",[''],"['Qualität', 'sich kontinuierlich Ziele setzen und erreichen', 'Qualitätsbewusstsein', 'mit besonderer Güte']"
Flüchtling,s,,unconscious_bias,racist_source,"['Geflüchtete~r', 'Schutzsuchende~r', 'Vertriebene', 'Geflüchtete', 'Schutzsuchende', 'Mensch mit Migrationshintergrund']","['Vertriebene', 'Geflüchtete', 'Schutzsuchende']","['Geflüchtete~r', 'Schutzsuchende~r', 'Mensch mit Migrationshintergrund', 'Vertriebene', 'Geflüchtete', 'Schutzsuchende']"
Frau,s,,unconscious_bias,gender_identity,"['Person', 'Erwachsene~r', 'jemand', 'Mensch', 'alle', 'du', 'Sie']",['alle'],"['Person', 'Erwachsene~r', 'jemand', 'Mensch', 'du', 'Sie', 'alle']"
Gastarbeiter,s,,unconscious_bias,migration,"['Gastarbeitende', 'Mensch mit Migrationshintergrund', 'Mensch anderer Nationalität, der im Inland arbeitet']","['Gastarbeitende', 'Gastarbeiter~innen~ und ~Gastarbeiter']","['Gastarbeiter~in~/~Gastarbeiter', 'Mensch mit Migrationshintergrund', 'Mensch anderer Nationalität, der im Inland arbeitet', 'Gastarbeitende', 'Gastarbeiter~innen~ und ~Gastarbeiter']"
Geek,s,,unconscious_bias,exaggerating,"['Mensch, der sich gern mit Technologie beschäftigt', 'Mensch, der Spaß an Computern hat', 'Mensch, der unseren Enthusiasmus für neue Medien teilt', 'Mensch, der sich für ein Thema begeistert', 'Mensch, der für ein Thema brennt']",[''],"['Mensch, der sich gern mit Technologie beschäftigt', 'Mensch, der Spaß an Computern hat', 'Mensch, der unseren Enthusiasmus für neue Medien teilt', 'Mensch, der sich für ein Thema begeistert', 'Mensch, der für ein Thema brennt']"
Gewinn,s,,unconscious_bias,exaggerating,"['Bereicherung', 'Nutzen', 'Vorteil', 'positiver Ertrag', 'Nutzeffekt', 'Benefit', 'Vorzug']",[''],"['Bereicherung', 'Nutzen', 'Vorteil', 'positiver Ertrag', 'Nutzeffekt', 'Benefit', 'Vorzug']"
Go-getter,s,,unconscious_bias,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']"
Goal-getter,s,,unconscious_bias,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']"
Goalgetter,s,,unconscious_bias,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'Mensch, der sich kontinuierlich Ziele setzt und erreicht', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Menschen, die sich kontinuierlich Ziele setzen und erreichen', 'Leute, der bereit sind, sich neuen oder komplexen Situationen zu stellen, um gemeinsame Ziele zu verwirklichen']"
Gogetter,s,,unconscious_bias,exaggerating,"['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet']","['tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']","['tatkräftige Person', 'Tatmensch', 'umsetzungsfreudiger Mensch', 'jemand, der unternehmerisch denkt', 'jemand, der mit Elan auf ZIele hinarbeitet', 'tatkräftige Leute', 'Tatmenschen', 'umsetzungsfreudige Menschen', 'Leute, die unternehmerisch denken', 'Menschen, die mit Elan auf Ziele hinarbeiten']"
Gott,s,,unconscious_bias,exaggerating,"['Mensch, der dank großer Erfahrung den Überblick behält', 'jemand, der vor Komplexität keine Angst hat', 'Mensch, der seine Aufgaben zuverlässig und gelassen im Griff hat']","['Gött~innen~ und ~Götter', 'Menschen, die dank großer Erfahrung den Überblick behalten', 'Leute, die vor Komplexität keine Angst haben', 'Personen, die ihre Aufgaben zuverlässig und gelassen im Griff haben']","['Gött~in~/~Gott', 'Mensch, der dank großer Erfahrung den Überblick behält', 'jemand, der vor Komplexität keine Angst hat', 'Mensch, der seine Aufgaben zuverlässig und gelassen im Griff hat', 'Gött~innen~ und ~Götter', 'Menschen, die dank großer Erfahrung den Überblick behalten', 'Leute, die vor Komplexität keine Angst haben', 'Personen, die ihre Aufgaben zuverlässig und gelassen im Griff haben']"
Hacker,s,,unconscious_bias,exaggerating,"['Mensch, der Lösungen kreativ mit Technologie angeht', 'Person, die kostengünstige Alternativen findet und kreativ umsetzt', 'jemand, der bei Komplexität das Ziel nicht aus den Augen verliert', 'Person, die Aufgaben zuverlässig im Griff hat']","['Hacker~innen~/~Hacker', 'Menschen, die Lösungen kreativ mit Technologie angehen', 'Fachleute, die kostengünstige Alternativen finden und kreativ umsetzen', 'Personen, die bei Komplexität das Ziel nicht aus den Augen verlieren', 'Personen, die Aufgaben zuverlässig im Griff haben']","['Hacker~in~/~Hacker', 'Mensch, der Lösungen kreativ mit Technologie angeht', 'Person, die kostengünstige Alternativen findet und kreativ umsetzt', 'jemand, der bei Komplexität das Ziel nicht aus den Augen verliert', 'Person, die Aufgaben zuverlässig im Griff hat', 'Hacker~innen~/~Hacker', 'Menschen, die Lösungen kreativ mit Technologie angehen', 'Fachleute, die kostengünstige Alternativen finden und kreativ umsetzen', 'Personen, die bei Komplexität das Ziel nicht aus den Augen verlieren', 'Personen, die Aufgaben zuverlässig im Griff haben']"
Held,s,,unconscious_bias,exaggerating,"['loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsfreudige und engagierte Personen', 'loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Person, die die Initiative ergreift', 'Person, die sich für gemeinsame Ziele einsetzt', 'Person, die mit Umsicht auf die Bedürfnisse des Teams eingeht', 'Person, die komplexe Aufgaben ruhig und gelassen angeht', 'loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsorientierter Mensch']","['loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Held~innen~/~Helden', 'Personen, die die Initiative ergreifen', 'Personen, die sich für gemeinsame Ziele einsetzen', 'Personen, die mit Umsicht auf die Bedürfnisse des Teams eingehen', 'Menschen, die komplexe Aufgaben ruhig und gelassen angehen']","['loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsfreudige und engagierte Personen', 'Held~in~/~Held', 'Person, die die Initiative ergreift', 'Person, die sich für gemeinsame Ziele einsetzt', 'Person, die mit Umsicht auf die Bedürfnisse des Teams eingeht', 'Person, die komplexe Aufgaben ruhig und gelassen angeht', 'loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsorientierter Mensch', 'loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Held~innen~/~Helden', 'Personen, die die Initiative ergreifen', 'Personen, die sich für gemeinsame Ziele einsetzen', 'Personen, die mit Umsicht auf die Bedürfnisse des Teams eingehen', 'Menschen, die komplexe Aufgaben ruhig und gelassen angehen']"
Hinkebein,s,,unconscious_bias,medical_condition,"['Person, die hinkt']",[''],"['Person, die hinkt']"
Höchstleistung,s,,unconscious_bias,exaggerating,"['gelungene Leistung', 'Sternstunde', 'Glanzleistung', 'Leistung, zu der alle gemeinsam beigetragen haben', 'gemeinsame Leistung, die neue Maßstäbe gesetzt hat |']",[''],"['gelungene Leistung', 'Sternstunde', 'Glanzleistung', 'Leistung, zu der alle gemeinsam beigetragen haben', 'gemeinsame Leistung, die neue Maßstäbe gesetzt hat |']"
